source,target,type
589767,589748,settlement
589769,589748,"sanctuary, cave"
589772,589748,"settlement, fort"
589774,589748,settlement
589784,590074,"unlocated, settlement"
589796,981517,"urban, settlement"
589796,589748,"urban, settlement"
589796,481346137,"urban, settlement"
589796,226009789,"urban, settlement"
589796,177278517,"urban, settlement"
589796,973706432,"urban, settlement"
589797,560221,island
589797,560353,island
589798,590074,mountain
589800,560221,island
589802,589748,"settlement, port, settlement-modern"
589802,559217802,"settlement, port, settlement-modern"
589802,810811259,"settlement, port, settlement-modern"
589803,589748,cape
589806,560221,island
589807,589748,settlement
589808,589748,mountain
589809,589748,mountain
589815,590031,settlement
589816,589748,mountain
589816,122576839,mountain
589816,589817,mountain
589817,589748,"sanctuary, cave, settlement"
589817,589816,"sanctuary, cave, settlement"
589819,589748,settlement
589824,589748,settlement
589826,589748,mountain
589832,589748,settlement
589836,590031,settlement
589836,591923,settlement
589838,409810773,settlement
589841,560221,island
589841,590010,island
589841,589711,island
589841,324843879,island
589842,589748,settlement
589845,589846,settlement
589846,560221,island
589846,589845,island
589846,590075,island
589850,589748,settlement
589852,589748,settlement
589858,589859,island
589858,590087,island
589859,589858,settlement
589860,589748,settlement
589868,560221,island
589868,560353,island
589870,589748,settlement
589871,589748,settlement
589872,589748,settlement
589872,524143100,settlement
589872,559217802,settlement
589872,590414,settlement
589877,590074,unknown
589878,589748,settlement
589879,589927,archipelago
589880,589748,cape
589884,589748,cape
589886,589748,settlement
589892,560353,island
589892,560221,island
589894,589748,settlement
589897,589748,settlement
589899,589748,"settlement, theatre"
589900,589748,"settlement, port"
589901,589748,settlement
589901,238864239,settlement
589904,589748,"sanctuary, cave"
589907,589748,mountain
589909,589910,settlement
589909,581374445,settlement
589910,589909,"island, production"
589913,590031,"settlement, temple-2"
589914,589748,settlement
589917,589748,"settlement, fort"
589918,589748,settlement
589918,589748,settlement
589918,590415,settlement
589922,589748,settlement
589922,891801761,settlement
589927,589879,island
589934,589748,settlement
589935,589748,settlement
589937,589748,settlement
589944,1043,"archipelago, cape, island"
589952,560221,island
589958,560353,island
589958,560221,island
589959,589748,settlement
589961,560221,island
589962,589748,people
589976,589748,settlement
589978,590049,unknown
589981,589748,"settlement, cemetery, temple-2, fort"
589987,589748,"settlement, architecturalcomplex"
589987,241160484,"settlement, architecturalcomplex"
589988,589748,settlement
589989,589748,"settlement, port"
589992,589748,water-open
589993,589748,"settlement, port, settlement-modern"
589994,589748,settlement
589995,589996,settlement
589996,589995,island
589999,589748,settlement
590001,589748,settlement
590002,560221,island
590002,560353,island
590003,589748,settlement
590006,590074,temple-2
590010,589841,"settlement, port"
590011,589748,settlement
590012,560221,island
590012,560353,island
590028,589748,settlement
590030,590031,settlement
590030,631385926,settlement
590030,630398334,settlement
590030,103328498,settlement
590031,560221,island
590031,591923,island
590031,589913,island
590031,590030,island
590031,589700,island
590031,589815,island
590031,590038,island
590031,590054,island
590031,589717,island
590031,590099,island
590031,589836,island
590037,589748,cape
590038,590031,unknown
590044,560353,island
590047,560353,island
590049,594947,island
590049,589978,island
590053,590074,unknown
590054,590031,unknown
590059,589748,"settlement, villa"
590063,589748,"settlement, settlement-modern"
590065,589748,settlement
590066,590067,settlement-modern
590067,560221,island
590067,560353,island
590067,30347987,island
590067,590066,island
590067,30347988,island
590073,590074,"settlement, settlement-modern"
590074,560221,island
590074,560353,island
590074,853662205,island
590074,589877,island
590074,594961,island
590074,590053,island
590074,594964,island
590074,590006,island
590074,589764,island
590074,589784,island
590074,589798,island
590074,590073,island
590074,594967,island
590075,589846,temple-2
590078,589841,cape
590079,590031,cape
590082,589879,island
590084,559217802,settlement
590086,589748,settlement
590086,593460161,settlement
590087,589858,settlement
590089,589748,settlement
590092,589748,settlement
590095,589748,settlement
590097,589693,settlement
590098,589748,cape
590099,589717,"sanctuary, temple-2"
590099,590031,"sanctuary, temple-2"
590100,589748,"settlement, sanctuary"
590100,213924739,"settlement, sanctuary"
590100,258569489,"settlement, sanctuary"
590101,589748,"sanctuary, temple-2"
590414,589872,aqueduct
590415,589918,aqueduct
591168,589748,bridge
591923,589836,cemetery
591923,590031,cemetery
594947,590049,unlocated
594955,589748,unlocated
594961,590074,unlocated
594963,589748,unlocated
594964,590074,unlocated
594967,590074,"unlocated, sanctuary"
594968,589748,unlocated
594995,589748,"unlocated, people"
594998,589748,unlocated
595002,589748,"unlocated, mountain"
595005,589748,unlocated
595006,589748,unlocated
59664,59851,river
59664,59838,river
59718,39352,island
59732,59733,"archipelago, island"
59733,39352,water-open
59733,59732,water-open
59759,59760,settlement
59766,84624811,region
59773,59851,river
59773,60519,river
59776,59851,unknown
59822,60008,river
59826,60058,"unlocated, settlement"
59830,60519,people
59838,59664,river
59838,93441396,river
59844,442241741,river
59844,236955527,river
59851,59898,river
59851,59776,river
59851,39352,river
59851,60022,river
59851,60052,river
59851,59773,river
59851,59886,river
59851,59898,river
59851,59664,river
59885,59886,"settlement, settlement-modern"
59886,59851,river
59886,59885,river
59886,60488,river
59898,59851,river
59898,59851,river
59915,60058,settlement
59927,59983,mountain
599474,599830,cemetery
599475,599926,fort
599476,599484,settlement
599477,560221,island
599477,602492,island
599478,599973,settlement
599479,837,settlement
599479,574081707,settlement
599480,983828927,settlement
599482,599872,cape
599484,560353,island
599492,599504,island
599495,599581,settlement
599498,560353,island
599502,599822,fort
599504,599492,temple-2
599505,599761,temple-2
599506,599588,sanctuary
599507,599684,"church-2, temple-2"
599508,599822,mine
599512,599868,sanctuary
599513,599667,spring
599523,599764,temple-2
599524,599667,temple-2
599525,599919,sanctuary
599528,599581,"sanctuary, temple, temple-2"
599529,599868,sanctuary
599533,599581,"sanctuary, cave"
599540,599822,sanctuary
599553,599684,settlement
599560,599764,cemetery
599564,550597,region
599564,599636,region
599575,837,settlement
599575,599691,settlement
599575,599706,settlement
599575,599576,settlement
599575,312238265,settlement
599575,599241518,settlement
599576,599575,"settlement, urban"
599577,735295266,settlement
599577,177302800,settlement
599577,591210113,settlement
599581,599944,island
599581,599634,island
599581,599728,island
599581,599748,island
599581,599528,island
599581,599939,island
599581,599533,island
599581,599495,island
599581,368174033,island
599581,599600,island
599585,599684,cemetery
599586,599868,sanctuary
599587,599588,"settlement, monument"
599587,286572421,"settlement, monument"
599587,394168051,"settlement, monument"
599587,576206943,"settlement, monument"
599587,818633083,"settlement, monument"
599588,560353,island
599588,560221,island
599588,599587,island
599588,599740,island
599588,599506,island
599598,599667,settlement
599599,599667,cape
599600,599581,cape
599601,599822,mountain
599607,599973,unknown
599608,599868,river
599609,599684,fort
599610,599241518,"settlement, sanctuary"
599611,599973,cemetery
599612,550597,settlement
599612,177302800,settlement
599612,165409128,settlement
599612,818256726,settlement
599612,600227,settlement
599612,873985034,settlement
599630,599822,settlement
599631,599822,sanctuary
599634,599581,settlement
599636,599564,"settlement, port"
599636,991381,"settlement, port"
599636,116852156,"settlement, port"
599636,102024695,"settlement, port"
599636,461581651,"settlement, port"
599640,599752,settlement
599640,48050879,settlement
599640,599671,settlement
599641,599926,"sanctuary, temple-2"
599642,560353,island
599645,560353,island
599648,599667,settlement
599654,599868,settlement
599655,599926,settlement
599656,560221,island
599661,599822,sanctuary
599664,991381,settlement
599667,560221,island
599667,599908,island
599667,599648,island
599667,599917,island
599667,599513,island
599667,599524,island
599667,599699,island
599667,599976,island
599667,599598,island
599667,599599,island
599667,599836,island
599668,560221,water-open
599668,599706,water-open
599668,599799,water-open
599668,599872,water-open
599668,599926,water-open
599668,599808,water-open
599669,599926,river
599671,599905,water-open
599671,599813,water-open
599671,599799,water-open
599671,599640,water-open
599672,599673,"settlement, settlement-modern"
599673,560221,island
599673,560353,island
599673,599899,island
599673,599672,island
599673,309176138,island
599673,599909,island
599680,599926,settlement
599686,599872,cemetery
599688,599926,cape
59969,442241741,river
59969,971693,river
59969,971886,river
59969,971882,river
599691,599575,water-open
599699,599667,fort
599701,599926,cemetery
599703,600227,river
599706,599668,water-open
599706,599575,water-open
599708,560353,island
599710,599926,mountain
599711,599822,settlement
599713,599726,sanctuary
599714,730120528,settlement
599715,560353,island
599719,550597,"sanctuary, temple-2"
599726,560221,"archipelago, island"
599726,599727,"archipelago, island"
599726,599713,"archipelago, island"
599727,599726,settlement
599728,599581,settlement
599729,599868,settlement
599740,599588,mountain
599742,599973,cemetery
599747,376215160,settlement
599748,599581,cape
599752,599640,settlement
599754,735295266,settlement
599755,560221,island
599755,599944,island
599756,599484,settlement
599760,599761,settlement
599761,560221,island
599761,599760,island
599761,599505,island
599763,599764,settlement
599764,560221,island
599764,599944,island
599764,599996,island
599764,599560,island
599764,599523,island
599764,599763,island
599777,550701,river
599777,96282639,river
599777,599799,river
599777,599987,river
599777,638748,river
599778,540923,settlement
599791,599822,quarry
599792,560221,"archipelago, island"
599796,599844,mountain
599799,735295266,"settlement, port"
599799,599777,"settlement, port"
599799,599668,"settlement, port"
599799,265498964,"settlement, port"
599799,599671,"settlement, port"
599799,851937516,"settlement, port"
599800,599484,settlement
599805,599905,mountain
599807,599808,settlement
599808,560353,island
599808,599668,island
599808,599886,island
599808,603248,island
599808,606287,island
599808,599807,island
599808,599848,island
599809,275382666,settlement
599813,735295266,settlement
599813,599671,settlement
599814,599868,settlement
59982,60499,region
599821,599822,settlement
599821,593460163,settlement
599822,560221,island
599822,560353,island
599822,599993,island
599822,599630,island
599822,599631,island
599822,599913,island
599822,599540,island
599822,599508,island
599822,599661,island
599822,600002,island
599822,593460163,island
599822,954230963,island
599822,599821,island
599822,599791,island
599822,599711,island
599822,599601,island
599824,599926,settlement
599825,599926,settlement
599827,542324532,"archipelago, island"
599827,740446771,"archipelago, island"
599828,602493,"archipelago, island"
599829,599830,settlement
59983,59927,mountain
599830,560221,island
599830,599474,island
599836,599667,settlement
599844,599796,mountain
599848,599808,settlement
599855,735295266,sanctuary
599867,599868,settlement
599868,560353,island
599868,560221,island
599868,599608,island
599868,599867,island
599868,599729,island
599868,599512,island
599868,599901,island
599868,599529,island
599868,599814,island
599868,599654,island
599868,599586,island
599868,606274,island
599871,599872,settlement
599872,599944,island
599872,599668,island
599872,599885,island
599872,599482,island
599872,251542598,island
599872,599871,island
599872,599686,island
599880,560221,island
599885,599872,settlement
599886,599808,cape
599887,560221,settlement
599896,560221,island
599897,599952,tomb
599899,599673,temple-2
599901,599868,temple-2
839719167,737328394,road
839719167,423025,road
839719167,578501279,road
1410177,856514595,tomb
437050931,79664,amphitheatre
334776903,423025,bridge
334776903,423080,bridge
334776904,423025,tomb
846285407,472014,villa
608476833,442733,temple-2
395910246,432873,"sanctuary, architecturalcomplex"
455441008,413132,theatre
832363479,491572,theatre
50332479,433073,tomb
347812262,511268,theatre
127640903,167717,"sanctuary, amphitheatre"
443253553,422995,theatre
443253553,489630692,theatre
418202453,413174,theatre
418202453,881000319,theatre
720902384,422837,villa
787581330,413333,amphitheatre
288984567,315223,arch
941771942,727070,cemetery
941771944,727070,monument
941771944,182618516,monument
115691576,727070,cemetery
82696741,177661,amphitheatre
705896050,432830,theatre
931407499,167717,theatre
101249988,422995,church
262385623,109279,settlement
262385625,413127,amphitheatre
672180338,413127,theatre
865509854,413333,theatre
182618516,727070,"architecturalcomplex, temple-2"
231467659,530767,league
231467659,981502,league
231467659,530798,league
231467659,531104,league
309437155,894019,palace
309437155,439136375,palace
309437155,303354808,palace
309437155,480919151,palace
897364594,894019,"unlocated, temple-2"
897364594,62810658,"unlocated, temple-2"
897364594,439136375,"unlocated, temple-2"
897364594,344586145,"unlocated, temple-2"
897364594,846526213,"unlocated, temple-2"
344586145,894019,temple-2
344586145,62810658,temple-2
344586145,439136375,temple-2
344586145,897364594,temple-2
188894567,836839127,temple-2
188894567,786066,temple-2
268637493,103808101,city-gate
268637493,423025,city-gate
277030428,423025,estate
277030428,865014139,estate
560899635,433032,"taberna-shop, townhouse"
560899635,222138654,"taberna-shop, townhouse"
644629084,433032,townhouse
644629084,222138654,townhouse
47231724,795846,temple-2
462015872,609998416,"tomb, monument"
731287504,609998416,monument
242742173,609998416,monument
242742175,609998416,monument
735757405,462412,temple-2
290080326,550763,aqueduct
290080326,551156,aqueduct
934642205,462412,cemetery
825080162,857018,"tomb, cemetery"
263020146,462261,mountain
772835485,580119,"production, settlement"
383969893,138520,architecturalcomplex
811208521,246163,reservoir
30893806,550812,temple-2
866917580,383580,city-gate
645281269,472014,nuraghe
479893606,98967,unlocated
479893606,795920320,unlocated
206736898,570316,fort
995604668,589748,sanctuary
201409250,988280578,"cemetery, villa"
25078867,319432673,settlement
25078867,424616150,settlement
25078867,3456694,settlement
25078867,629040,settlement
811589743,687928,church-2
144604065,472014,nuraghe
783133250,472014,"nuraghe, settlement"
876619726,373732,theatre
876619727,373732,"basilica, architecturalcomplex"
640889631,599926,aqueduct
423679103,570480,settlement
423679103,384326689,settlement
565559821,472014,nuraghe
190863456,570491,tomb
533786623,413320,townhouse
900336440,413320,arch
520388219,471899,"villa, bath"
683009535,187578,theatre
428016814,266038,bath
182370603,266038,aqueduct
83724488,295363,amphitheatre
692947274,422909,temple-2
786014015,466778575,hill
580975875,423025,tribus
580975875,432900,tribus
580975875,413356,tribus
580975875,413062,tribus
580975875,413366,tribus
580975875,413224,tribus
580975875,413157,tribus
580975875,413201,tribus
580975875,413172,tribus
580975875,413132,tribus
239510733,423025,"unlocated, tribus"
700767827,423025,"unlocated, tomb"
924430433,432721,church
284782743,432721,arch
303708957,20487,monument
484509128,484566763,settlement
26245224,538911200,townhouse
26245224,433032,townhouse
918508893,874458,city-gate
918508893,4517388,city-gate
918508893,175106248,city-gate
918508894,874458,city-gate
918508894,4517388,city-gate
918508894,175106248,city-gate
918508895,874458,city-gate
918508895,4517388,city-gate
918508895,175106248,city-gate
918508895,375821777,city-gate
237150019,874458,"palace-complex, palace"
237150019,29492,"palace-complex, palace"
237150019,4517388,"palace-complex, palace"
237150019,175106248,"palace-complex, palace"
237150019,460169770,"palace-complex, palace"
237150019,344172035,"palace-complex, palace"
237150019,73368155,"palace-complex, palace"
282907842,874458,palace
282907842,508774533,palace
282907842,748147228,palace
305127727,874458,temple-2
305127727,237150019,temple-2
305127727,305127729,temple-2
305127727,72111815,temple-2
305127727,836083242,temple-2
305127727,508774533,temple-2
305127728,874458,temple-2
305127728,237150019,temple-2
305127728,704546158,temple-2
305127728,736377180,temple-2
305127728,643754200,temple-2
305127728,305127729,temple-2
305127729,874458,temple-2
305127729,237150019,temple-2
305127729,836083242,temple-2
305127729,305127728,temple-2
305127729,704546158,temple-2
305127729,736377180,temple-2
305127729,305127727,temple-2
305127729,72111815,temple-2
297166731,540987,theatre
487072545,580062,city-gate
487072545,582868,city-gate
158906364,432830,bridge
158906364,93042695,bridge
384940621,229267414,settlement
384940621,229267414,settlement
419672522,433032,cemetery
419672523,433032,aqueduct
419672523,984330151,aqueduct
419672523,662332233,aqueduct
335494560,433032,bath
335494560,680072866,bath
956605009,423025,people
540663113,433032,plaza
540663113,538911200,plaza
540663113,81187433,plaza
835093310,126644698,"sanctuary, monument"
835093310,905057793,"sanctuary, monument"
835093310,965370150,"sanctuary, monument"
835093310,781071241,"sanctuary, monument"
835093310,919760561,"sanctuary, monument"
835093310,270118641,"sanctuary, monument"
835093310,536439049,"sanctuary, monument"
835093310,770309382,"sanctuary, monument"
395487201,423025,circus
550565,550944,settlement
550565,550892,settlement
550567,550402,"archipelago, island"
550567,550841,"archipelago, island"
550569,550693,settlement
550572,550693,temple-2
550573,550697,water-open
550575,560221,river
550575,550597,river
550575,550701,river
550575,551910,river
550576,550696,settlement
550585,552678,settlement
550585,811119036,settlement
550592,554310,mountain
550592,550818,mountain
550594,550944,settlement
550594,550609,settlement
550595,550944,settlement
550595,551154,settlement
550597,550406,region
550597,599564,region
550597,599719,region
550597,599612,region
550597,550913,region
550597,550575,region
550599,550696,settlement
550603,550696,fort
550604,550693,sanctuary
550609,550944,mountain
550609,550594,mountain
550611,560221,"archipelago, island"
550613,550693,cemetery
550619,550497,settlement
550622,550696,settlement
550627,550696,unknown
550633,550944,settlement
550638,550696,temple
550640,380702854,people
550641,380702854,people
550644,550696,mountain
550650,550651,settlement
550650,550839,settlement
550651,735295266,settlement
550651,867631585,settlement
550651,278163592,settlement
550651,867631586,settlement
550651,550650,settlement
550653,550736,settlement
550655,550497,settlement
550656,550696,fort
550657,550693,settlement
550658,550944,settlement
550661,550944,settlement
550665,553423,plain
550669,550696,mine-2
550671,550696,fort
550678,550944,settlement
550682,550696,settlement
550683,550826,settlement
550685,550944,settlement
550686,550696,unknown
550689,550696,unknown
550691,560221,cape
550693,599944,island
550693,550798,island
550693,550604,island
550693,550753,island
550693,550755,island
550693,645204823,island
550693,550569,island
550693,550572,island
550693,422676686,island
550693,550613,island
550693,550657,island
550696,560221,island
550696,550689,island
550696,550435,island
550696,550837,island
550696,550430,island
550696,550885,island
550696,550719,island
550696,550603,island
550696,550644,island
550696,550902,island
550696,550943,island
550696,550905,island
550696,550875,island
550696,550686,island
550696,550715,island
550696,550725,island
550696,550671,island
550696,550816,island
550696,550835,island
550696,550763,island
550696,550520,island
550696,550749,island
550696,550825,island
550696,550622,island
550696,550408,island
550696,554343,island
550696,550669,island
550696,550803,island
550696,550576,island
550696,550436,island
550696,550410,island
550696,550514,island
550696,550484,island
550696,550457,island
550696,550851,island
550696,550711,island
550696,550638,island
550696,550627,island
550696,550891,island
550696,550799,island
550696,550599,island
550696,550509,island
550696,550734,island
550696,550656,island
550696,550446,island
550696,550886,island
550696,550682,island
550697,550573,"settlement, port"
550699,550497,settlement
550701,837,region
550701,638967,region
550701,609361,region
550701,550491,region
550701,550575,region
550701,609550,region
550701,599777,region
550711,550696,fort
550715,550696,cape
550718,550497,settlement
550719,550696,temple
550725,550696,fort
550727,550497,cape
550730,560221,water-open
550734,550696,temple
550736,591584286,monument
550739,550497,settlement
550743,550497,settlement
550749,550696,"settlement, cemetery, mine"
550753,550693,mountain
550755,550693,settlement
550756,550406,settlement
550756,550399,settlement
550759,177302800,region
550759,550459,region
550759,550812,region
550759,23296898,region
550763,550696,settlement
550763,290080326,settlement
550765,550497,temple-2
550767,811119038,settlement
550771,550893,settlement
550772,550944,settlement
550773,550406,settlement
452125610,592005824,fort
453674631,410216617,architecturalcomplex
423346007,109007,bath
976360689,863795,temple-2
539358755,736953,"tomb, pyramid"
502142298,857018,fort
230617790,540628,spring
377820068,422932,temple-2
423120,390205932,"settlement, port"
423127,423081,villa
423127,899795549,villa
423127,426606,villa
423127,369692199,villa
423127,856037447,villa
423127,190433997,villa
423127,781209675,villa
423129,356966898,"circus, villa"
423129,916973546,"circus, villa"
423129,461581649,"circus, villa"
423129,607306666,"circus, villa"
423131,188535571,villa
423131,535279841,villa
423131,183817908,villa
423132,423025,"cemetery, church"
423133,423025,cemetery
423557,423025,aqueduct
423558,423025,aqueduct
423559,423025,aqueduct
423559,535279840,aqueduct
423559,697163696,aqueduct
423559,183817915,aqueduct
423559,535279839,aqueduct
423559,294009591,aqueduct
423560,423025,aqueduct
423560,540898685,aqueduct
423561,423025,"aqueduct, arch"
423562,423025,aqueduct
423562,697163696,aqueduct
423563,423025,aqueduct
423563,697163696,aqueduct
423565,423025,aqueduct
423566,423025,aqueduct
423567,423025,aqueduct
423567,236701133,aqueduct
423567,347963614,aqueduct
423568,423025,aqueduct
424312,423121,aqueduct
424313,422960,aqueduct
424315,422837,aqueduct
425067,422818,bridge
425068,423025,bridge
425068,303999556,bridge
425068,423080,bridge
425070,422892,bridge
425072,422816,bridge
425822,423012,canal
425823,422995,canal
425824,422825,canal
425826,422927,canal
425827,433033,canal
426577,422859,cemetery
426578,540718544,bridge
426580,509264180,bridge
426582,422912,bridge
426584,422941,"tomb, villa"
426585,423008,"tomb, villa"
426586,370793043,bridge
426586,423025,bridge
426588,423025,temple-2
426589,390205932,bridge
426591,390205932,"bridge, settlement-modern"
426592,390205932,bridge
426593,422883,mine
426594,422986,tomb
426595,423057,villa
426596,93042695,cemetery
426597,93042695,"cemetery, church"
426597,423025,"cemetery, church"
426603,74935822,bridge
426605,422840,mine
426606,423081,cemetery
426606,423127,cemetery
426608,423081,bridge
426609,422821,fort
426613,622606468,bridge
426614,622606468,bridge
426615,622606468,bridge
426617,423013,villa
426621,422825,villa
426622,422984,villa
426623,356966898,tomb
426624,423075,temple-2
426630,356966898,bridge
426632,422830,temple-2
426633,422987,villa
426634,690508612,bridge
426636,423068,villa
432617,395695982,settlement
432618,442614,"settlement, amphitheatre"
432618,436418,"settlement, amphitheatre"
432618,662332233,"settlement, amphitheatre"
432621,433117,settlement
432621,432786,settlement
432621,662332233,settlement
432622,407809786,lake
432623,413015,villa
432623,509264180,villa
432626,93042695,station
432629,356966898,"station, settlement-modern"
432629,636076369,"station, settlement-modern"
432644,835948519,station
432648,433059,island
432648,432820,island
432648,432682,island
432648,433026,island
432648,433055,island
432658,850009332,"settlement, amphitheatre"
432664,432901,settlement
432664,422944,settlement
432664,288516030,settlement
432664,433096,settlement
432666,432756,"settlement, cemetery"
432679,413191,settlement
432679,300044063,settlement
432682,432648,sanctuary
432682,664290122,sanctuary
432688,422859,bath
432695,432901,settlement
432695,93042695,settlement
432695,724216015,settlement
432695,416192210,settlement
432695,806520372,settlement
432695,436401,settlement
432700,433208,settlement
432700,182931391,settlement
432700,438880,settlement
432700,609478608,settlement
432700,245569735,settlement
432702,432901,settlement
432702,438683,settlement
432703,648012834,villa
432705,662332233,"settlement, amphitheatre"
432708,433208,settlement
432708,239510733,settlement
432711,432940,people
432712,432744,lake
432712,282928580,lake
432712,432808,lake
432712,94135344,lake
432720,432744,settlement
432721,356966898,settlement
432721,603993784,settlement
432721,12766857,settlement
432721,924430433,settlement
432721,284782743,settlement
432721,59677979,settlement
432721,568637774,settlement
432721,585690563,settlement
432721,585690564,settlement
432723,523755191,settlement
432723,523755192,settlement
432723,904891411,settlement
432723,573541355,settlement
432723,523755190,settlement
432723,831208135,settlement
432723,523755189,settlement
432723,635629587,settlement
432723,490597949,settlement
432725,433017,"settlement, settlement-modern"
432727,432849,settlement
432733,45806447,settlement
432733,611608589,settlement
432734,142574161,"settlement, port"
432734,243168300,"settlement, port"
432737,433078,settlement
432738,356966898,settlement
432739,93042695,settlement
432739,438777,settlement
432739,436407,settlement
432739,926867727,settlement
432739,438882,settlement
432739,438881,settlement
432741,433211,river
432741,442439,river
432741,442808,river
432741,443943,river
432742,441075550,region
432742,432828,region
432744,432720,"plain, region"
432744,94135344,"plain, region"
432744,432859,"plain, region"
432744,432861,"plain, region"
432744,432808,"plain, region"
432744,432915,"plain, region"
432744,432712,"plain, region"
432746,433017,sanctuary
432749,99256483,villa
432751,432752,"settlement, villa"
432751,433202,"settlement, villa"
432752,433059,island
432752,432751,island
432752,433006,island
432752,432811,island
432752,433202,island
432752,790001321,island
432752,207490748,island
432754,356966898,"settlement, amphitheatre"
432754,93820013,"settlement, amphitheatre"
432754,457780134,"settlement, amphitheatre"
432754,715839055,"settlement, amphitheatre"
432760,770901484,settlement
432763,93042695,settlement
432763,356966898,settlement
432764,93042695,settlement
432764,433082,settlement
432764,69882271,settlement
432764,433380,settlement
432764,821182910,settlement
432773,45806447,settlement
432773,356966898,settlement
432773,436415,settlement
432777,770901484,"station, settlement-modern"
432782,432783,settlement
432782,328868135,settlement
432783,432782,"settlement, port"
432786,1356,river
432786,432621,river
432808,432744,"settlement, port"
432808,432815,"settlement, port"
432808,432712,"settlement, port"
432808,471357300,"settlement, port"
432808,94135344,"settlement, port"
432808,832104041,"settlement, port"
432808,466414611,"settlement, port"
432808,832104040,"settlement, port"
432808,282928580,"settlement, port"
432811,432752,villa
432812,356966898,road
432813,433153,temple-2
432813,241704649,temple-2
432815,236890543,settlement
432815,432885,settlement
432815,662332233,settlement
432815,333190326,settlement
432815,390040629,settlement
432815,468479783,settlement
432815,149888636,settlement
432815,127450726,settlement
432815,432808,settlement
432815,335577249,settlement
432815,466414611,settlement
432815,282928579,settlement
432815,263847936,settlement
432815,455543961,settlement
432820,432648,mountain
432823,433042,island
432826,432901,settlement
432826,557821256,settlement
432827,433017,"settlement, settlement-modern"
432828,432742,region
432828,432931,region
432828,534380454,region
432828,433094,region
432828,432843,region
432830,433208,settlement
432830,422944,settlement
432830,93042695,settlement
432830,432901,settlement
432830,705896050,settlement
432839,356966898,"settlement, amphitheatre, theatre"
432839,436402,"settlement, amphitheatre, theatre"
432839,98979035,"settlement, amphitheatre, theatre"
432843,432828,settlement
432845,789856352,settlement
432846,432901,settlement
432846,93042695,settlement
432849,433154,people
432849,413294,people
432849,432727,people
432849,442629,people
432849,433007,people
432849,413234,people
432849,413171,people
432849,438765,people
432849,413017,people
432852,423105,settlement
432852,432901,settlement
432852,93042695,settlement
432852,422944,settlement
432852,411612163,settlement
432852,436395,settlement
432853,432927,lake
432853,433138,lake
432853,422944,lake
432855,432901,settlement
432855,814891878,settlement
432855,356966898,settlement
432855,520736511,settlement
432859,432744,forest
432861,432744,mountain
432863,356937166,villa
432867,174900201,villa
432873,656691255,settlement
432873,662332233,settlement
432873,395910246,settlement
432873,442522220,settlement
432873,835972236,settlement
432873,214908564,settlement
432876,433059,island
432882,770901484,"mountain, pass"
432884,93042695,settlement
432884,311872597,settlement
432885,432815,station
432886,926033983,"settlement, sanctuary"
432887,151530992,settlement
432887,62047881,settlement
432893,537241210,settlement
432900,432901,region
432900,422958,region
432900,580975875,region
432900,752122699,region
432900,966985945,region
432900,310265136,region
432900,441075550,region
432900,557821256,region
432900,954023893,region
432900,873367356,region
432900,484501230,region
432900,177271381,region
432900,422822,region
432900,300044063,region
432900,702604147,region
432900,670733375,region
432900,814891878,region
432900,777690772,region
432900,558953506,region
432900,964333742,region
432900,571649387,region
432900,67911853,region
432900,910605204,region
432900,114815757,region
432900,986788581,region
432900,260329424,region
432900,458593872,region
432900,943743265,region
432900,438722,region
432900,66019947,region
432900,534380454,region
432900,177623366,region
432900,11924822,region
432901,422958,region
432901,432830,region
432901,432846,region
432901,422987,region
432901,432852,region
432901,432855,region
432901,433162,region
432901,433187,region
432901,432664,region
432901,432900,region
432901,422833,region
432901,432826,region
432901,342847225,region
432901,432695,region
432901,432702,region
432903,356966898,pass
432910,1356,river
432910,432935,river
432910,432940,river
432910,433126,river
432910,433009,river
432910,423105,river
432915,432744,lake
432918,356966898,sanctuary
432921,856514595,settlement
432921,759079303,settlement
432921,56664012,settlement
432927,413191,"settlement, settlement-modern"
432927,432853,"settlement, settlement-modern"
432927,630573187,"settlement, settlement-modern"
432931,438874,mountain
432931,432828,mountain
432935,432910,river
432940,432910,settlement
432940,432711,settlement
432940,356966898,settlement
432940,658246004,settlement
432941,632219266,"settlement, port"
432941,32694358,"settlement, port"
432941,870212544,"settlement, port"
432959,433077,"settlement, mountain"
432965,433017,settlement
432975,737328394,villa
432985,293261278,settlement
432985,776750186,settlement
432992,612970100,"settlement, villa"
433006,432752,villa
433007,432849,"mountain, settlement"
433008,433042,island
433009,432910,marsh-wetland
433010,174900201,settlement
433010,306780756,settlement
433011,1356,island
433011,433042,island
433011,433057,island
433014,235661777,"urban, settlement"
433014,72612822,"urban, settlement"
433017,433078,people
433017,432965,people
433017,438720,people
433017,433149,people
433017,433025,people
433017,433182,people
433017,432827,people
433017,433073,people
433024,544710173,region
433024,433199,region
433025,433017,"sanctuary, architecturalcomplex, theatre"
433026,432648,settlement
433032,11924823,"urban, settlement"
433032,69955749,"urban, settlement"
433032,379375824,"urban, settlement"
433032,364001862,"urban, settlement"
433032,971497934,"urban, settlement"
433032,566364108,"urban, settlement"
433032,419907821,"urban, settlement"
433032,945930915,"urban, settlement"
433032,396427768,"urban, settlement"
433032,723728396,"urban, settlement"
433032,973204924,"urban, settlement"
433032,502004233,"urban, settlement"
433032,260329425,"urban, settlement"
