source,target,type
580975875,432900,type1
580975875,413356,type1
580975875,413062,type1
580975875,413366,type1
580975875,413224,type1
580975875,413157,type1
580975875,413201,type1
580975875,413172,type1
580975875,413132,type1
239510733,423025,type1
700767827,423025,type1
924430433,432721,type1
284782743,432721,type1
303708957,20487,type1
484509128,484566763,type1
26245224,538911200,type1
26245224,433032,type1
918508893,874458,type1
918508893,4517388,type1
918508893,175106248,type1
918508894,874458,type1
918508894,4517388,type1
918508894,175106248,type1
918508895,874458,type1
918508895,4517388,type1
918508895,175106248,type1
918508895,375821777,type1
237150019,874458,type1
237150019,29492,type1
237150019,4517388,type1
237150019,175106248,type1
237150019,460169770,type1
237150019,344172035,type1
237150019,73368155,type1
282907842,874458,type1
282907842,508774533,type1
282907842,748147228,type1
305127727,874458,type1
305127727,237150019,type1
305127727,305127729,type1
305127727,72111815,type1
305127727,836083242,type1
305127727,508774533,type1
305127728,874458,type1
305127728,237150019,type1
305127728,704546158,type1
305127728,736377180,type1
305127728,643754200,type1
305127728,305127729,type1
305127729,874458,type1
305127729,237150019,type1
305127729,836083242,type1
305127729,305127728,type1
305127729,704546158,type1
305127729,736377180,type1
305127729,305127727,type1
305127729,72111815,type1
297166731,540987,type1
487072545,580062,type1
487072545,582868,type1
158906364,432830,type1
158906364,93042695,type1
384940621,229267414,type1
384940621,229267414,type1
419672522,433032,type1
419672523,433032,type1
419672523,984330151,type1
419672523,662332233,type1
335494560,433032,type1
335494560,680072866,type1
956605009,423025,type1
540663113,433032,type1
540663113,538911200,type1
540663113,81187433,type1
835093310,126644698,type1
395487201,423025,type1
550565,550944,type1
550565,550892,type1
550567,550402,type1
550567,550841,type1
550569,550693,type1
550572,550693,type1
550573,550697,type1
550575,560221,type1
550575,550597,type1
550575,550701,type1
550575,551910,type1
550576,550696,type1
550585,552678,type1
550585,811119036,type1
550592,554310,type1
550592,550818,type2
550594,550944,type2
550594,550609,type2
550595,550944,type2
550595,551154,type2
550597,550406,type2
550597,599564,type2
550597,599719,type2
550597,599612,type2
550597,550913,type2
550597,550575,type2
550599,550696,type2
550603,550696,type2
550604,550693,type2
550609,550944,type2
550609,550594,type2
550611,560221,type2
550613,550693,type2
550619,550497,type2
550622,550696,type2
550627,550696,type2
550633,550944,type2
550638,550696,type2
550640,380702854,type2
550641,380702854,type2
550644,550696,type2
550650,550651,type2
550650,550839,type2
550651,735295266,type2
550651,867631586,type2
550651,550650,type2
550653,550736,type2
550655,550497,type2
550656,550696,type2
550657,550693,type2
550658,550944,type2
550661,550944,type2
550665,553423,type2
550669,550696,type2
550671,550696,type2
550678,550944,type2
550682,550696,type2
550683,550826,type2
550685,550944,type2
550686,550696,type2
550689,550696,type2
550691,560221,type2
550693,599944,type2
550693,550798,type2
550693,550604,type2
550693,550753,type2
550693,550755,type2
550693,645204823,type2
550693,550569,type2
550693,550572,type2
550693,422676686,type2
550693,550613,type2
550693,550657,type2
550696,560221,type1
550696,550689,type1
550696,550435,type1
550696,550837,type1
550696,550430,type1
550696,550885,type1
550696,550719,type1
550696,550603,type1
550696,550644,type1
550696,550902,type1
550696,550943,type1
550696,550905,type1
550696,550875,type1
550696,550686,type1
550696,550715,type1
550696,550725,type1
550696,550671,type1
550696,550816,type1
550696,550835,type1
550696,550763,type1
550696,550520,type1
550696,550749,type1
550696,550825,type1
550696,550622,type1
550696,550408,type1
550696,554343,type1
550696,550669,type1
550696,550803,type1
550696,550576,type1
550696,550436,type1
550696,550410,type1
550696,550514,type1
550696,550484,type1
550696,550457,type1
550696,550851,type1
550696,550711,type1
550696,550638,type1
550696,550627,type1
550696,550891,type1
550696,550799,type1
550696,550599,type1
550696,550509,type1
550696,550734,type1
550696,550656,type1
550696,550446,type2
550696,550886,type2
550696,550682,type2
550697,550573,type2
550699,550497,type2
550701,837,type2
550701,638967,type2
550701,609361,type2
550701,550491,type2
550701,550575,type1
550701,609550,type1
550701,599777,type1
550711,550696,type1
550715,550696,type1
550718,550497,type1
550719,550696,type1
550725,550696,type1
550727,550497,type1
550730,560221,type1
550734,550696,type1
550739,550497,type1
550743,550497,type1
550749,550696,type1
550753,550693,type1
550755,550693,type1
550756,550406,type1
550756,550399,type1
550759,177302800,type1
550759,550459,type1
550759,550812,type1
550759,23296898,type1
550763,550696,type1
550763,290080326,type1
550765,550497,type1
550767,811119038,type1
550771,550893,type1
550772,550944,type1
550773,550406,type1
452125610,592005824,type1
453674631,410216617,type1
423346007,109007,type1
976360689,863795,type1
539358755,736953,type1
502142298,857018,type1
230617790,540628,type1
377820068,422932,type1
423120,390205932,type1
423127,423081,type1
423127,899795549,type1
423127,426606,type1
423127,369692199,type1
423127,856037447,type1
423127,190433997,type1
423127,781209675,type1
423129,356966898,type1
423129,916973546,type1
423129,461581649,type1
423129,607306666,type1
423131,188535571,type1
423131,535279841,type1
423131,183817908,type1
423132,423025,type1
423133,423025,type1
423557,423025,type1
423558,423025,type1
423559,423025,type1
423559,535279840,type1
423559,697163696,type1
423559,183817915,type1
423559,535279839,type1
423559,294009591,type1
423560,423025,type1
423560,540898685,type1
423561,423025,type1
423562,423025,type1
423562,697163696,type1
423563,423025,type1
423563,697163696,type1
423565,423025,type1
423566,423025,type1
423567,423025,type1
423567,236701133,type1
423568,423025,type1
424312,423121,type1
424313,422960,type1
424315,422837,type1
425067,422818,type1
425068,423025,type1
425068,303999556,type1
425068,423080,type1
425070,422892,type1
425072,422816,type1
425822,423012,type1
425823,422995,type1
425824,422825,type1
425826,422927,type1
425827,433033,type1
426577,422859,type1
426578,540718544,type1
426580,509264180,type1
426582,422912,type1
426584,422941,type1
426585,423008,type1
426586,370793043,type1
426586,423025,type1
426588,423025,type1
426589,390205932,type1
426591,390205932,type1
426592,390205932,type1
426593,422883,type1
426594,422986,type1
426595,423057,type1
426596,93042695,type1
426597,93042695,type1
426597,423025,type1
426603,74935822,type1
426605,422840,type1
426606,423081,type1
426606,423127,type1
426608,423081,type1
426609,422821,type1
426613,622606468,type1
426614,622606468,type1
426615,622606468,type1
426617,423013,type1
426621,422825,type1
426622,422984,type1
426623,356966898,type1
426624,423075,type1
426630,356966898,type1
426632,422830,type1
426633,422987,type2
426634,690508612,type2
426636,423068,type2
432618,442614,type2
432618,436418,type2
432618,662332233,type2
432621,433117,type2
432621,432786,type2
432621,662332233,type2
432623,413015,type2
432623,509264180,type2
432626,93042695,type1
432629,356966898,type1
432629,636076369,type1
432644,835948519,type1
432648,433059,type1
432648,432820,type1
432648,432682,type1
432648,433026,type1
432648,433055,type1
432658,850009332,type1
432664,432901,type1
432664,422944,type1
432664,433096,type1
432666,432756,type1
432679,413191,type1
432679,300044063,type1
432682,432648,type1
432688,422859,type1
432695,432901,type1
432695,93042695,type1
432695,724216015,type1
432695,416192210,type1
432695,806520372,type1
432695,436401,type1
432700,433208,type1
432700,182931391,type1
432700,438880,type1
432700,245569735,type1
432702,432901,type1
432702,438683,type1
432703,648012834,type1
432705,662332233,type1
432708,433208,type1
432708,239510733,type1
432711,432940,type1
432712,432744,type1
432712,432808,type1
432712,94135344,type1
432720,432744,type1
432721,356966898,type1
432721,603993784,type1
432721,12766857,type1
432721,924430433,type1
432721,284782743,type1
432721,59677979,type1
432721,568637774,type1
432721,585690563,type1
432721,585690564,type1
432723,523755191,type1
432723,523755192,type1
432723,523755190,type1
432723,831208135,type1
432723,523755189,type1
432723,635629587,type1
432723,490597949,type1
432725,433017,type1
432727,432849,type1
432733,611608589,type1
432734,142574161,type1
432734,243168300,type1
432737,433078,type1
432738,356966898,type1
432739,93042695,type1
432739,438777,type1
432739,436407,type1
432739,926867727,type1
432739,438882,type1
432739,438881,type1
432741,433211,type1
432741,442439,type1
432741,442808,type2
432741,443943,type2
432742,441075550,type2
432742,432828,type2
432744,432720,type2
432744,94135344,type2
432744,432859,type2
432744,432861,type2
432744,432808,type2
432744,432915,type2
432744,432712,type2
432746,433017,type2
432751,432752,type1
432751,433202,type1
432752,433059,type1
432752,432751,type1
432752,433006,type1
432752,432811,type1
432752,433202,type1
432752,207490748,type1
432754,356966898,type1
432754,93820013,type1
432754,457780134,type1
432754,715839055,type1
432760,770901484,type1
432763,93042695,type1
432763,356966898,type1
432764,93042695,type1
432764,433082,type1
432764,433380,type1
432764,821182910,type1
432773,356966898,type1
432773,436415,type1
432777,770901484,type1
432782,432783,type2
432782,328868135,type2
432783,432782,type2
432786,1356,type2
432786,432621,type2
432808,432744,type2
432808,432815,type2
432808,432712,type2
432808,471357300,type2
432808,94135344,type1
432808,832104041,type1
432808,466414611,type1
432811,432752,type1
432812,356966898,type1
432813,433153,type1
432815,236890543,type1
432815,432885,type1
432815,662332233,type1
432815,333190326,type1
432815,390040629,type1
432815,468479783,type1
432815,149888636,type1
432815,127450726,type1
432815,432808,type1
432815,335577249,type1
432815,466414611,type1
432815,282928579,type1
432820,432648,type1
432823,433042,type1
432826,432901,type1
432826,557821256,type1
432827,433017,type1
432828,432742,type1
432828,432931,type1
432828,534380454,type1
432828,433094,type1
432828,432843,type2
432830,433208,type2
432830,422944,type2
432830,93042695,type2
432830,432901,type2
432830,705896050,type2
432839,356966898,type2
432839,436402,type2
432843,432828,type2
432845,789856352,type2
432846,432901,type2
432846,93042695,type2
432849,433154,type2
432849,413294,type2
432849,432727,type2
432849,442629,type2
432849,433007,type2
432849,413234,type2
432849,413171,type2
432849,438765,type2
432849,413017,type2
432852,423105,type2
432852,432901,type2
432852,93042695,type2
432852,422944,type2
432852,411612163,type2
432852,436395,type2
432853,432927,type2
432853,433138,type2
432853,422944,type2
432855,432901,type2
432855,814891878,type2
432855,356966898,type2
432859,432744,type2
432861,432744,type2
432867,174900201,type2
432873,662332233,type2
432873,395910246,type2
432873,442522220,type2
432873,835972236,type2
432873,214908564,type2
432876,433059,type2
432882,770901484,type2
432884,93042695,type2
432885,432815,type2
432886,926033983,type2
432900,432901,type2
432900,422958,type2
432900,580975875,type1
432900,752122699,type1
432900,966985945,type1
432900,310265136,type1
432900,441075550,type1
432900,557821256,type1
432900,954023893,type1
432900,873367356,type1
432900,484501230,type1
432900,177271381,type1
432900,422822,type1
432900,300044063,type1
432900,702604147,type1
432900,670733375,type1
432900,814891878,type1
432900,777690772,type1
432900,558953506,type1
432900,964333742,type1
432900,571649387,type1
432900,67911853,type1
432900,910605204,type1
432900,114815757,type1
432900,986788581,type1
432900,260329424,type1
432900,458593872,type1
432900,943743265,type1
432900,438722,type1
432900,66019947,type1
432900,534380454,type1
432900,177623366,type1
432900,11924822,type1
432901,422958,type1
432901,432830,type1
432901,432846,type1
432901,422987,type1
432901,432852,type1
432901,432855,type1
432901,433162,type1
432901,433187,type1
432901,432664,type1
432901,432900,type1
432901,422833,type2
432901,432826,type2
432901,342847225,type2
432901,432695,type2
432901,432702,type2
432903,356966898,type2
432910,1356,type2
432910,432935,type2
432910,432940,type2
432910,433126,type2
432910,433009,type1
432910,423105,type1
432915,432744,type1
432918,356966898,type1
432921,856514595,type4
432921,759079303,type4
432921,56664012,type4
432927,413191,type4
432927,432853,type4
432931,438874,type4
432931,432828,type4
432935,432910,type4
432940,432910,type4
432940,432711,type4
432940,356966898,type4
432940,658246004,type4
432941,32694358,type4
432941,870212544,type4
432959,433077,type4
432965,433017,type4
432975,737328394,type4
432985,293261278,type4
432985,776750186,type4
432992,612970100,type4
433006,432752,type4
433007,432849,type4
433008,433042,type4
433009,432910,type4
433010,174900201,type4
433010,306780756,type4
433011,1356,type4
433011,433042,type4
433011,433057,type4
433014,235661777,type4
433014,72612822,type4
433017,433078,type4
433017,432965,type4
433017,438720,type4
433017,433149,type4
433017,433025,type4
433017,433182,type4
433017,432827,type4
433017,433073,type4
433024,544710173,type4
433024,433199,type4
433025,433017,type4
433026,432648,type4
433032,11924823,type4
433032,379375824,type4
433032,364001862,type4
433032,971497934,type4
433032,566364108,type4
433032,419907821,type4
433032,945930915,type4
433032,396427768,type4
433032,723728396,type4
433032,973204924,type4
433032,502004233,type4
433032,260329425,type4
433032,489062160,type4
433032,458593871,type4
433032,809159706,type4
433032,973204925,type4
433032,456321707,type4
433032,222138654,type4
433032,753612858,type4
433032,264408879,type4
433032,142165735,type4
433032,119022475,type4
433032,557684935,type4
433032,452502505,type4
433032,260329423,type4
433032,367026512,type4
433032,338820566,type4
433032,615138225,type4
433032,663121962,type4
433032,829196251,type4
433032,939537684,type4
433032,999909607,type4
433032,999909608,type4
433032,629116433,type4
433032,600118250,type4
433032,531536068,type4
433032,560899635,type4
433032,132276185,type4
433032,38626420,type4
433032,81187433,type4
433032,769901808,type4
433032,264408878,type4
433032,869803559,type4
433032,416199695,type4
433032,644629084,type4
433032,419672522,type4
433032,419672523,type4
433032,335494560,type4
433032,540663113,type4
433032,205387552,type4
433032,797109353,type4
433032,23240266,type4
433032,410517750,type4
433032,981889086,type4
433032,393691694,type4
433032,117737330,type4
433032,104925762,type4
433032,615457796,type4
433032,979775194,type4
433032,717810706,type4
433032,182931393,type4
433032,305567842,type4
433032,352725406,type4
433032,780913480,type4
433032,690549463,type4
433032,449007780,type1
433032,220742115,type1
433032,524253439,type1
433032,792436981,type1
433032,531869654,type1
433032,340380318,type1
433032,387880487,type1
433032,19985870,type1
433032,630423237,type1
433032,321173926,type1
433032,793723815,type1
433032,300044064,type1
433032,978027002,type1
433032,83544252,type1
433032,568496340,type1
433032,670733374,type1
433032,912505596,type1
433032,975975197,type1
433032,188321148,type1
433032,795615129,type1
433032,264634401,type1
433032,182931390,type1
433032,436413,type1
433032,836029916,type1
433032,836029917,type1
433032,894852237,type1
433032,658295679,type1
433032,419907822,type1
433032,897019599,type1
433032,95873554,type1
433032,100249112,type1
433032,43612993,type2
433032,824486497,type2
433032,11924821,type2
433033,435639,type2
433034,436397,type2
433034,423005,type2
433034,114815757,type2
433036,356966898,type2
433041,433042,type2
433042,1356,type2
433042,432823,type2
433042,433008,type2
433042,433121,type1
433042,433011,type1
433042,433041,type1
433052,433208,type1
433052,702604147,type1
433053,433059,type1
433055,432648,type1
433057,433011,type1
433059,433139,type1
433059,1043,type1
433059,433189,type1
433059,432752,type1
433059,432876,type1
433059,432648,type1
433059,433053,type1
433059,433102,type1
433061,174900201,type1
433061,1356,type1
433061,413122,type1
433061,936919090,type1
433061,389050484,type1
433073,433017,type1
433073,905663353,type1
433073,436416,type1
433073,858194460,type1
433073,949315840,type1
433073,261350657,type1
433073,429758769,type1
433073,50332479,type1
433073,132381077,type1
433073,100775437,type1
433073,395241613,type1
433073,319990513,type1
433075,438878,type1
433075,789856352,type1
433077,432959,type1
433078,433017,type1
433078,413097,type1
433078,432737,type1
433082,432764,type1
433094,432828,type1
433096,432664,type1
433099,207801353,type1
433101,662332233,type1
433101,662332234,type1
433102,433059,type1
433113,1356,type1
433117,432621,type1
433121,433042,type1
433122,356966898,type1
433126,432910,type1
433127,433204,type1
433128,688325943,type1
433128,772313148,type1
433128,688325945,type1
433132,814891878,type1
433132,895280110,type1
433134,413240,type1
433134,413165,type1
433138,432853,type1
433139,433059,type1
433141,815,type1
433143,702604147,type1
433143,356966898,type1
433143,835948519,type1
433143,436399,type1
433143,433379,type1
433143,867719962,type1
433146,93042695,type1
433146,433117,type1
433146,436408,type1
433146,434135,type1
433147,828428388,type1
433149,433017,type1
433153,432813,type1
433154,1004,type1
433154,432849,type1
433155,815,type1
433162,432901,type1
433164,436409,type1
433182,433017,type1
433185,93042695,type1
433187,432901,type1
433187,422944,type1
433189,433059,type1
433199,433024,type1
433202,432751,type1
433202,432752,type1
433204,433127,type1
433208,423068,type1
433208,423117,type1
433208,438872,type1
433208,433052,type1
433208,432708,type1
433208,432700,type1
433208,432830,type1
433210,433211,type1
433211,1356,type1
433211,433210,type1
433211,434133,type1
433211,434134,type1
433211,432741,type1
433379,433143,type1
433380,432764,type1
433383,433185,type1
434133,433211,type1
434133,236890543,type1
434134,433211,type1
434135,433146,type1
434137,356966898,type1
435637,432853,type1
435639,433033,type1
436395,432852,type1
436396,432855,type1
436397,433034,type1
436399,433143,type1
436401,432695,type1
436402,432839,type1
436403,393427,type1
436407,432739,type1
436408,433146,type1
436409,433164,type1
436410,433185,type1
436413,433032,type1
436415,432773,type1
436416,433073,type1
436418,432618,type1
438657,422958,type1
438658,422958,type1
438670,423080,type1
438671,422958,type1
438673,422958,type1
438677,422958,type1
438683,432702,type1
438696,422958,type1
438698,422958,type1
438703,422958,type1
438704,422958,type1
438705,422944,type1
438707,422830,type1
438710,422843,type1
438720,433017,type1
438720,706151554,type1
438721,423081,type1
438722,432900,type1
438723,422958,type1
438729,433185,type1
438750,422958,type1
438765,432849,type1
438768,432700,type1
438770,422958,type1
438775,422843,type1
438775,422837,type1
438777,432739,type1
438779,422958,type1
438781,422958,type1
438789,422958,type1
438795,422958,type1
438796,422958,type1
438803,622606468,type1
438803,422958,type1
438804,422972,type1
438813,422958,type1
438815,422958,type1
438820,442614,type1
438825,432721,type1
438826,422958,type1
438829,873367356,type1
438829,422958,type1
438831,413122,type1
438836,422958,type1
438850,422958,type1
438851,422958,type1
438853,422958,type1
438858,432721,type1
438862,422922,type1
438867,422958,type1
438869,422958,type1
438872,433208,type1
438874,432931,type1
438878,433075,type1
438880,432700,type1
438881,432739,type1
438882,432739,type1
438885,422958,type1
442439,432741,type1
442442,442508,type1
442450,356966898,type1
442450,442564,type1
442451,442614,type1
442451,270868200,type1
442451,182931391,type1
442451,356966898,type1
442451,570444075,type1
442452,469059303,type1
442452,442614,type1
442454,235928441,type1
442457,442795,type1
442471,469059303,type1
442471,442614,type1
442471,356966898,type1
442485,1004,type1
442485,442523,type1
442485,442525,type1
442487,270868199,type1
442487,442564,type1
442495,442657,type1
442500,442714,type1
442500,446241,type1
442508,442621,type1
442508,442442,type1
442508,442658,type1
442509,1004,type1
442509,356966898,type1
442511,356966898,type1
442511,442714,type1
442515,442714,type1
442516,442657,type1
442518,452395,type1
442523,442485,type1
442525,442564,type1
442525,442485,type1
442525,356966898,type1
442525,442568,type1
442536,442762,type1
442537,442621,type1
442538,442657,type1
442539,1004,type1
442543,442621,type1
442544,442639,type1
442550,442614,type1
442564,442640,type1
442564,442525,type1
442564,442450,type1
442564,442629,type1
442564,442487,type1
442566,991359,type1
442567,1004,type1
442567,442831,type1
442568,442525,type1
442573,442657,type1
442573,356966898,type1
442573,446241,type1
442573,95066748,type1
442578,444699,type1
442582,1004,type2
442583,270868200,type2
442584,603636200,type2
442590,356966898,type2
442593,442596,type2
442593,1004,type2
442595,442596,type2
442595,1004,type2
442596,442593,type2
442596,442595,type2
442596,446282,type2
442596,715252914,type1
442598,442714,type1
442603,571917892,type1
442603,456121,type1
442604,991359,type1
442610,442733,type1
442610,442795,type1
442611,442658,type1
442613,356966898,type1
442613,270868199,type1
442614,442849,type1
442614,438820,type1
442614,432618,type2
442614,442550,type2
442614,442451,type2
442614,442452,type2
442614,442832,type2
442614,442471,type2
442621,1046,type2
442621,442543,type2
442621,442508,type2
442621,452481,type2
442621,442537,type2
442621,442639,type2
442626,442657,type2
442629,432849,type1
442629,442564,type1
442639,1356,type1
442639,442621,type1
442639,446256,type1
442639,442544,type1
442639,991362,type1
442639,446277,type1
442639,446303,type1
442639,446292,type1
442639,446233,type1
442639,446264,type1
442639,446293,type1
442640,442564,type2
442640,817071134,type2
442640,373085765,type2
442640,444701,type2
442642,442657,type2
442642,694724623,type2
442642,826967496,type2
442644,442657,type2
442644,810981545,type2
442654,991359,type2
442655,442657,type2
442655,356966898,type1
442657,442495,type1
442657,442626,type1
442657,442516,type1
442657,442642,type1
442657,442644,type1
442657,442655,type1
442657,442688,type1
442657,442538,type1
442657,442753,type1
442657,442573,type1
442657,442839,type1
442657,442841,type1
442657,442845,type1
442658,442508,type1
442658,295344387,type1
442658,442611,type1
442661,452488,type1
442688,442657,type1
442688,356966898,type1
442704,1356,type1
442714,442500,type1
442714,442598,type1
442714,442511,type1
442714,442515,type1
442727,443954,type1
442728,708026976,type1
442733,452395,type1
442733,42219804,type1
442733,375591100,type1
442733,865200669,type1
442733,73180224,type1
442733,103018179,type1
442733,608476833,type1
442733,569006287,type1
442733,307187361,type1
442733,828808246,type1
442733,442610,type1
442752,356966898,type1
442753,442657,type1
442753,991359,type1
442753,937974282,type1
442762,442763,type1
442762,442848,type1
442762,442536,type1
442762,442841,type1
442763,442762,type1
723394918,472014,type1
422755499,472014,type1
184145664,756512,type1
184145664,367582654,type1
270868199,442613,type1
270868199,442487,type1
270868200,442851,type1
270868200,442451,type1
270868200,442583,type1
759079303,413184,type1
759079303,480714925,type1
759079303,432921,type1
759079303,422942,type1
50864839,356966898,type1
442522220,432873,type1
396427768,433032,type1
52087519,246510,type1
52087519,552768118,type1
765102512,91358,type1
765102512,967060297,type1
765102512,89144,type1
7963799,423013,type2
973646718,687928,type2
833129569,678106,type2
28521919,148054,type2
610184251,639166,type2
610184253,678437,type2
103328498,590030,type2
630398334,590030,type2
316294900,570531,type2
862813573,256151,type2
417977726,383603,type1
740044370,383603,type1
547628631,922693,type1
418289391,187386,type1
317153357,462086,type1
499750546,462086,type1
499750546,830186655,type1
717263631,423025,type1
717263631,231839930,type1
266116488,472014,type1
191267779,467476385,type1
674507252,502866838,type1
674507252,423025,type1
777690772,423025,type1
777690772,432900,type1
504812865,579047271,type1
975410331,668335,type1
697163696,423559,type1
697163696,423562,type1
697163696,423563,type1
697163696,74935822,type1
697163696,622606468,type1
697163696,423025,type2
697163696,529700371,type2
697163696,226302607,type2
704360201,442962448,type2
778690133,638753,type2
46120818,638753,type2
120399833,638753,type2
56567730,360094475,type2
781991437,222103,type2
676924053,236475,type2
708974068,472014,type2
99738107,206957389,type2
99738107,633220627,type2
99738107,91127594,type2
451571127,472014,type2
625199888,423025,type2
251337021,893951,type2
251337021,54136919,type2
251337021,142907963,type2
251337021,33309869,type1
251337021,923543650,type1
362094923,60058,type1
692712720,241187292,type1
117143016,837,type1
708211558,472014,type1
540585,540904,type1
540585,541174,type1
540591,540849,type1
540591,267084998,type1
540591,540891,type1
540591,531028,type1
540591,540914,type2
540591,540802,type2
540591,540945,type2
540591,143620624,type2
540591,540970,type2
540591,541069,type2
540591,541127,type2
540591,104777481,type2
540591,540599,type2
540591,540608,type2
540591,540699,type2
540591,541139,type1
540591,543815,type1
540591,530907,type1
540591,540829,type1
540592,541092,type1
540599,540591,type1
540603,540775,type1
540604,540775,type1
540608,540591,type1
540613,789002570,type1
540628,71107898,type1
540649,540881,type1
540672,580114,type2
540682,541018,type2
540687,491689,type2
540689,543884,type2
540689,540913,type2
540689,580114,type2
540689,540987,type2
540689,541179,type2
540689,809327743,type2
540689,541138,type2
540689,541146,type2
540689,540787,type2
540689,540791,type2
540689,540801,type2
540699,540591,type2
540713,540997,type2
540726,333036424,type2
540726,333036425,type2
540726,333036426,type2
540726,513711610,type2
540726,464482219,type2
540726,707804475,type1
540726,203037083,type1
540728,540915,type1
540730,540923,type1
540736,540775,type1
540756,579888,type1
540775,570336,type1
540775,540604,type1
540775,540909,type1
540775,540911,type1
540775,543870,type1
540775,543790,type1
540775,543705,type1
540775,543856,type1
540775,579925,type1
540775,540603,type1
540775,543619,type1
540775,541117,type1
540775,570462,type1
540775,540736,type1
540775,543636,type1
540775,543732,type1
540775,543620,type1
540775,448145857,type1
540775,638269272,type1
540780,1046,type1
540780,540999,type1
540784,540923,type1
540787,540689,type1
540789,464482221,type1
540791,540689,type1
540792,540815,type1
540801,540689,type1
540802,540591,type1
540810,541024,type1
540815,530787,type2
540815,541163,type2
540815,541041,type2
540815,540792,type2
540819,540923,type2
540829,540591,type2
540837,540923,type2
540849,540591,type2
540856,540923,type2
540860,541093,type2
540865,541024,type2
540881,540923,type2
540881,540649,type2
540887,541093,type2
540890,541137,type2
540891,540591,type2
540901,540923,type2
540904,540585,type2
540905,942647940,type2
540909,540775,type2
540911,540775,type1
540913,540689,type1
540913,680601466,type1
540914,540591,type1
540915,177302800,type1
540923,540993,type1
540923,540784,type1
540923,543784,type1
540923,540856,type1
540923,541110,type1
540923,599778,type1
540923,541022,type1
540923,541085,type1
540923,540881,type1
540923,543819,type1
540923,540730,type1
540923,540819,type1
540923,540997,type1
540923,541021,type1
540923,540901,type1
540923,540837,type1
540923,540946,type1
540923,543891,type1
540923,543654,type1
540923,540979,type1
540926,564394244,type1
540929,541052,type1
540929,560221,type1
540929,541140,type1
540937,541024,type1
540945,540591,type2
540946,540923,type2
540947,359707097,type2
540948,267084998,type2
540960,570181,type2
540961,540999,type2
540970,540591,type2
540979,540923,type2
540984,499970655,type2
540984,235166067,type1
540987,540689,type1
540987,297166731,type1
540993,540923,type1
540997,540923,type1
540997,540713,type1
540999,540780,type1
540999,530768,type1
541010,541024,type1
541012,203037083,type1
541021,540923,type1
541021,541178,type1
541022,540923,type1
541022,543837,type1
541023,541024,type1
541024,599944,type1
541024,540937,type1
541024,541094,type1
541024,541010,type1
541024,541101,type1
541024,540865,type1
541024,541023,type1
541024,541071,type1
541024,540810,type1
541041,540815,type1
541052,540929,type1
541062,481726,type1
541062,530807,type1
541069,540591,type1
541071,541024,type1
541073,540585,type1
541085,540923,type1
541089,599944,type1
541093,599944,type1
541093,540887,type1
541093,540860,type1
541093,541108,type1
541093,543604,type1
541094,541024,type1
541101,541024,type1
541108,541093,type1
541110,540923,type1
541117,540775,type1
541127,540591,type1
541137,540890,type1
541138,540689,type1
541138,239936126,type1
541139,540591,type1
541139,502254148,type1
541139,728329645,type1
541140,540929,type1
541146,540689,type1
541146,541337,type1
541163,540815,type1
541174,540585,type1
541174,541175,type1
541175,541174,type1
541178,541021,type1
541179,540689,type1
541337,541146,type1
543604,541093,type1
543619,540775,type2
543620,540775,type2
543636,540775,type2
543654,540923,type2
543664,1332,type2
543684,540585,type2
543705,540775,type2
543732,540775,type2
543756,540585,type2
543784,540923,type2
543790,540775,type2
543815,540591,type2
543819,540923,type2
543837,541022,type2
543856,540775,type2
543870,540775,type1
543884,540689,type1
543891,540923,type1
550398,550944,type1
550399,550406,type1
550399,550756,type1
550399,550555,type1
550399,45635759,type1
550401,550944,type1
550402,550567,type1
550404,550406,type1
550404,177302800,type1
550406,837,type1
550406,177302800,type1
550406,550833,type1
550406,550449,type1
550406,550823,type1
550406,550756,type1
550406,550773,type1
550406,554178,type1
550406,550555,type1
550406,550597,type1
550406,550404,type1
550406,80227978,type1
550406,550506,type1
550406,550399,type1
550406,550908,type1
550408,550696,type1
550410,550696,type1
550428,550485,type1
550429,550497,type1
550430,550696,type1
550432,550871,type2
550433,550944,type2
550434,550944,type2
550435,550696,type2
550436,550696,type2
550446,550696,type2
550449,550406,type2
550453,550497,type2
550457,550696,type2
550459,550812,type2
550459,837,type2
550459,550759,type2
550463,550944,type2
550472,177302800,type2
550476,550497,type2
550484,550696,type2
550485,550557,type2
550485,550428,type2
550486,550944,type2
550491,609550,type2
550491,550525,type2
550491,177302800,type2
550491,550701,type2
550492,560221,type2
550492,380702854,type2
550492,550828,type1
550496,735295266,type1
550496,550497,type1
550497,560221,type1
550497,554294,type1
550497,550530,type1
550497,550619,type1
550497,550655,type1
550497,550809,type1
550497,550518,type1
550497,550727,type1
550497,550923,type1
550497,550743,type1
550497,550718,type1
550497,550739,type1
550497,550819,type1
550497,550699,type1
550497,550453,type1
550497,514403427,type1
550497,550512,type1
550497,550429,type1
550497,550527,type1
550497,550820,type1
550497,550496,type1
550497,550765,type1
550497,550915,type1
550497,550476,type1
550497,817324525,type1
550500,550944,type1
550506,550406,type1
550506,550826,type1
550506,177302800,type1
550506,80227978,type1
550509,550696,type1
550512,550497,type1
550514,550696,type1
550518,550497,type1
550520,550696,type1
550523,177302800,type1
550525,550491,type1
550527,550497,type1
550530,550497,type1
550535,735295266,type1
550543,550864,type1
550544,550944,type1
550546,550944,type1
550547,550944,type1
550548,177302800,type1
