from,timePeriodsKeys
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433017,"classical,hellenistic-republican"
433024,"hellenistic-republican,roman"
433024,"hellenistic-republican,roman"
433025,"archaic,classical,hellenistic-republican,roman,modern"
433026,archaic
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433032,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
433033,roman
433034,"classical,hellenistic-republican,roman"
433034,"classical,hellenistic-republican,roman"
433034,"classical,hellenistic-republican,roman"
433036,"hellenistic-republican,roman"
433041,"archaic,classical,roman,modern"
433042,"roman,modern"
433042,"roman,modern"
433042,"roman,modern"
433042,"roman,modern"
433042,"roman,modern"
433042,"roman,modern"
433052,"classical,hellenistic-republican,roman"
433052,"classical,hellenistic-republican,roman"
433053,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
433055,archaic
433057,roman
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433059,"hellenistic-republican,roman"
433061,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
433061,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
433061,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
433061,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
433061,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433073,"classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
433075,"hellenistic-republican,roman,late-antique"
433075,"hellenistic-republican,roman,late-antique"
433077,modern
433078,"hellenistic-republican,roman"
433078,"hellenistic-republican,roman"
433078,"hellenistic-republican,roman"
433078,"hellenistic-republican,roman"
433082,late-antique
433082,late-antique
433094,"hellenistic-republican,roman"
433096,"late-antique,modern"
433099,"hellenistic-republican,roman,modern"
433101,archaic
433101,archaic
433102,"roman,modern"
433113,
433117,"classical,hellenistic-republican"
433121,"roman,modern"
433122,"hellenistic-republican,roman,modern"
433126,"hellenistic-republican,roman,late-antique"
433127,"roman,late-antique,modern"
433128,"hellenistic-republican,roman"
433128,"hellenistic-republican,roman"
433128,"hellenistic-republican,roman"
433132,"archaic,classical,hellenistic-republican,roman,late-antique"
433132,"archaic,classical,hellenistic-republican,roman,late-antique"
433134,"hellenistic-republican,roman,late-antique,modern"
433134,"hellenistic-republican,roman,late-antique,modern"
433138,"hellenistic-republican,roman"
433139,"hellenistic-republican,roman"
433141,"roman-early-empire-late-antique,modern"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433143,"archaic,classical,hellenistic-republican,roman,late-antique"
433146,"classical,hellenistic-republican,roman,late-antique"
433146,"classical,hellenistic-republican,roman,late-antique"
433146,"classical,hellenistic-republican,roman,late-antique"
433146,"classical,hellenistic-republican,roman,late-antique"
433147,"hellenistic-republican,roman,late-antique"
433149,"hellenistic-republican,roman,late-antique"
433153,
433154,"roman,modern"
433154,"roman,modern"
433155,modern
433162,"hellenistic-republican,roman,late-antique"
433163,"classical,hellenistic-republican,roman"
433164,"hellenistic-republican,roman"
433182,"classical,hellenistic-republican,roman"
433185,"hellenistic-republican,roman,late-antique,modern"
433187,"hellenistic-republican,roman,late-antique"
433187,"hellenistic-republican,roman,late-antique"
433189,"roman,modern"
433199,"archaic,classical,roman,modern"
433202,roman
433202,roman
433204,roman
433208,"classical,hellenistic-republican,roman"
433208,"classical,hellenistic-republican,roman"
433208,"classical,hellenistic-republican,roman"
433208,"classical,hellenistic-republican,roman"
433208,"classical,hellenistic-republican,roman"
433208,"classical,hellenistic-republican,roman"
433208,"classical,hellenistic-republican,roman"
433210,"classical,hellenistic-republican,roman"
433211,"roman,modern,twenty-first-ce"
433211,"roman,modern,twenty-first-ce"
433211,"roman,modern,twenty-first-ce"
433211,"roman,modern,twenty-first-ce"
433211,"roman,modern,twenty-first-ce"
433379,"roman,late-antique"
433380,"roman,late-antique"
433383,"roman,late-antique"
434133,"roman,late-antique"
434133,"roman,late-antique"
434134,"hellenistic-republican,roman,late-antique"
434135,"hellenistic-republican,roman,late-antique"
434137,"hellenistic-republican,roman,late-antique"
435637,roman
435639,"hellenistic-republican,roman,late-antique"
436395,"hellenistic-republican,roman"
436396,"hellenistic-republican,roman"
436397,"hellenistic-republican,roman"
436399,"hellenistic-republican,roman"
436401,"hellenistic-republican,roman"
436402,"hellenistic-republican,roman"
436403,"hellenistic-republican,roman"
436407,"hellenistic-republican,roman"
436408,"hellenistic-republican,roman"
436409,"hellenistic-republican,roman"
436410,"hellenistic-republican,roman"
436413,"hellenistic-republican,roman"
436415,"hellenistic-republican,roman"
436416,"hellenistic-republican,roman"
436418,"hellenistic-republican,roman"
438657,"archaic,classical,hellenistic-republican,roman"
438658,"archaic,classical"
438670,"classical,hellenistic-republican,roman"
438671,"archaic,classical"
438673,"archaic,classical"
438677,"archaic,classical,roman"
438683,"hellenistic-republican,roman"
438696,"archaic,classical"
438698,"archaic,classical,hellenistic-republican,roman"
438703,"archaic,classical,hellenistic-republican,roman"
438704,"archaic,classical,roman"
438705,"hellenistic-republican,roman,modern"
438707,"archaic,classical,hellenistic-roman-early-empire,roman"
438710,"archaic,classical,hellenistic-republican,roman,modern"
438720,roman
438720,roman
438721,
438722,"classical,roman,modern"
438723,"classical,roman"
438729,late-antique
438750,"archaic,classical,hellenistic-republican,roman"
438765,"hellenistic-republican,roman"
438768,"hellenistic-republican,roman"
438770,"archaic,classical"
438775,"archaic,classical,roman"
438775,"archaic,classical,roman"
438777,roman
438779,"archaic,classical"
438781,"archaic,classical,hellenistic-republican,roman"
438789,"archaic,classical"
438795,"archaic,classical"
438796,"archaic,classical"
438803,"archaic,classical,modern"
438803,"archaic,classical,modern"
438804,"hellenistic-republican,roman"
438813,"classical,roman"
438815,"archaic,classical"
438820,hellenistic-republican
438825,"hellenistic-republican,roman"
438826,"classical,hellenistic-republican"
438829,"archaic,classical,hellenistic-republican,roman"
438829,"archaic,classical,hellenistic-republican,roman"
438831,"hellenistic-republican,roman"
438836,"archaic,classical"
438850,"archaic,roman"
438851,"archaic,classical"
438853,"archaic,classical,roman"
438858,roman
438862,"hellenistic-republican,roman"
438867,"archaic,classical"
438869,"archaic,classical,hellenistic-republican,roman"
438872,"archaic,classical,roman"
438874,"classical,hellenistic-republican"
438878,
438880,hellenistic-republican
438881,hellenistic-republican
438882,"hellenistic-republican,roman"
438885,"archaic,classical"
442439,"roman,late-antique"
442442,"roman,late-antique"
442450,"archaic,classical,hellenistic-republican,roman,late-antique"
442450,"archaic,classical,hellenistic-republican,roman,late-antique"
442451,"roman,late-antique"
442451,"roman,late-antique"
442451,"roman,late-antique"
442451,"roman,late-antique"
442451,"roman,late-antique"
442451,"roman,late-antique"
442452,"hellenistic-republican,roman,late-antique"
442452,"hellenistic-republican,roman,late-antique"
442454,"classical,hellenistic-republican,roman"
442457,"hellenistic-republican,roman"
442469,"hellenistic-republican,roman,late-antique"
442471,"roman,late-antique"
442471,"roman,late-antique"
442471,"roman,late-antique"
442485,"roman,modern,twenty-first-ce"
442485,"roman,modern,twenty-first-ce"
442485,"roman,modern,twenty-first-ce"
442487,"archaic,classical,hellenistic-republican,roman"
442487,"archaic,classical,hellenistic-republican,roman"
442487,"archaic,classical,hellenistic-republican,roman"
442495,"archaic,classical,hellenistic-republican,roman,late-antique"
442500,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine"
442500,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine"
442508,"modern,twenty-first-ce"
442508,"modern,twenty-first-ce"
442508,"modern,twenty-first-ce"
442509,"archaic,classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
442509,"archaic,classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
442511,"archaic,classical,hellenistic-republican,roman"
442511,"archaic,classical,hellenistic-republican,roman"
442515,"archaic,classical,hellenistic-republican,roman"
442516,"archaic,classical,hellenistic-republican,roman"
442518,"hellenistic-republican,roman,late-antique"
442518,"hellenistic-republican,roman,late-antique"
442523,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman"
442525,"archaic,classical,hellenistic-republican,roman,late-antique"
442525,"archaic,classical,hellenistic-republican,roman,late-antique"
442525,"archaic,classical,hellenistic-republican,roman,late-antique"
442525,"archaic,classical,hellenistic-republican,roman,late-antique"
442525,"archaic,classical,hellenistic-republican,roman,late-antique"
442536,"classical,hellenistic-republican,roman,late-antique,modern"
442537,"roman,modern"
442537,"roman,modern"
442538,archaic
442539,modern
442543,modern
442544,"archaic,classical"
442550,"classical,roman,roman-early-empire-late-antique,late-antique"
442564,"archaic,classical,hellenistic-republican,roman"
442564,"archaic,classical,hellenistic-republican,roman"
442564,"archaic,classical,hellenistic-republican,roman"
442564,"archaic,classical,hellenistic-republican,roman"
442564,"archaic,classical,hellenistic-republican,roman"
442564,"archaic,classical,hellenistic-republican,roman"
442566,"roman,late-antique"
442567,modern
442567,modern
442568,"hellenistic-republican,roman"
442573,"archaic,classical,hellenistic-republican,roman,late-antique"
442573,"archaic,classical,hellenistic-republican,roman,late-antique"
442573,"archaic,classical,hellenistic-republican,roman,late-antique"
442573,"archaic,classical,hellenistic-republican,roman,late-antique"
442573,"archaic,classical,hellenistic-republican,roman,late-antique"
442578,"roman,late-antique"
442582,modern
442583,"hellenistic-republican,roman"
442584,"archaic,classical,hellenistic-republican,modern"
442585,"roman,late-antique"
442590,late-antique
442593,roman
442593,roman
442595,modern
442595,modern
442596,"roman-early-empire-late-antique,modern"
442596,"roman-early-empire-late-antique,modern"
442596,"roman-early-empire-late-antique,modern"
442596,"roman-early-empire-late-antique,modern"
442598,"classical,hellenistic-republican,roman"
442603,"archaic,hellenistic-republican,roman,late-antique,modern"
442603,"archaic,hellenistic-republican,roman,late-antique,modern"
442604,"hellenistic-republican,roman"
442610,"archaic,classical,hellenistic-republican,roman"
442610,"archaic,classical,hellenistic-republican,roman"
442611,"archaic,classical,hellenistic-republican,hellenistic-roman-early-empire,roman,modern"
442613,"archaic,classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
442613,"archaic,classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique,modern"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442614,"classical,hellenistic-republican,roman"
442621,modern
442621,modern
442621,modern
442621,modern
442621,modern
442621,modern
442626,"archaic,classical"
442629,"archaic,hellenistic-republican,roman,late-antique,modern"
442629,"archaic,hellenistic-republican,roman,late-antique,modern"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442639,"classical,hellenistic-republican,roman,late-antique"
442640,"classical,hellenistic-republican,roman,late-antique,modern"
442640,"classical,hellenistic-republican,roman,late-antique,modern"
442640,"classical,hellenistic-republican,roman,late-antique,modern"
442640,"classical,hellenistic-republican,roman,late-antique,modern"
442642,"hellenistic-republican,roman,late-antique,modern"
442642,"hellenistic-republican,roman,late-antique,modern"
442642,"hellenistic-republican,roman,late-antique,modern"
442644,"archaic,classical,hellenistic-republican,roman,late-antique"
442644,"archaic,classical,hellenistic-republican,roman,late-antique"
442650,"archaic,classical,hellenistic-republican,roman,late-antique"
442654,"roman,late-antique"
442655,"archaic,classical,hellenistic-republican,roman,late-antique"
442655,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442657,"archaic,classical,hellenistic-republican,roman,late-antique"
442658,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
442658,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
442658,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
442661,"archaic,classical,hellenistic-republican,roman"
442688,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
442688,"archaic,classical,hellenistic-republican,roman,late-antique,modern"
442704,"roman,modern"
442709,"archaic,classical,hellenistic-republican,roman"
442714,"archaic,classical,hellenistic-republican,roman"
442714,"archaic,classical,hellenistic-republican,roman"
442714,"archaic,classical,hellenistic-republican,roman"
442714,"archaic,classical,hellenistic-republican,roman"
442727,"roman,late-antique"
442728,"archaic,classical,hellenistic-republican"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442733,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern"
442735,"hellenistic-republican,roman,late-antique"
442752,late-antique
442753,"archaic,classical,hellenistic-republican,roman"
442753,"archaic,classical,hellenistic-republican,roman"
442753,"archaic,classical,hellenistic-republican,roman"
442762,"archaic,classical,hellenistic-republican"
442762,"archaic,classical,hellenistic-republican"
442762,"archaic,classical,hellenistic-republican"
442762,"archaic,classical,hellenistic-republican"
442763,"classical,roman,modern"
723394918,"mediaeval-byzantine,modern"
422755499,"2nd-millenium-bce,modern"
184145664,middle-kingdom-egypt
184145664,middle-kingdom-egypt
270868199,
270868199,
270868200,
270868200,
270868200,
759079303,
759079303,
759079303,
759079303,
50864839,"roman,twenty-first-ce"
50864839,"roman,twenty-first-ce"
442522220,"hellenistic-republican,roman,twenty-first-ce"
396427768,"hellenistic-republican,roman"
52087519,"fourteenth-ce,fifteenth-ce,sixteenth-ce"
52087519,"fourteenth-ce,fifteenth-ce,sixteenth-ce"
765102512,"roman,modern"
765102512,"roman,modern"
765102512,"roman,modern"
7963799,"hellenistic-republican,roman,modern"
973646718,"hellenistic-republican,roman"
833129569,ummayad
28521919,roman
610184251,hellenistic-roman-early-empire
610184253,roman
103328498,hellenistic-republican
630398334,hellenistic-republican
316294900,"archaic,classical,hellenistic-republican,roman"
862813573,"roman-early-empire-late-antique,modern"
417977726,roman
740044370,early-byzantine
547628631,achaemenid-middle-east
418289391,mediaeval-byzantine
317153357,late-byzantine
499750546,"classical,hellenistic-republican,roman"
499750546,"classical,hellenistic-republican,roman"
717263631,"late-antique,modern"
717263631,"late-antique,modern"
717263631,"late-antique,modern"
266116488,"2nd-millenium-bce,early-geometric,middle-geometric,archaic,classical,hellenistic-republican,roman,late-antique,modern"
191267779,neo-assyrian-babylonian-middle-east
674507252,"classical,hellenistic-republican,roman"
674507252,"classical,hellenistic-republican,roman"
777690772,hellenistic-roman-early-empire
777690772,hellenistic-roman-early-empire
504812865,roman-britain
975410331,roman-middle-east
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
697163696,"roman,late-antique,modern"
704360201,"old-kingdom-egypt,modern"
778690133,
46120818,
120399833,roman
120399833,roman
56567730,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,neo-assyrian-babylonian-middle-east,achaemenid-middle-east,hellenistic-republican,modern"
781991437,"classical,hellenistic-republican,roman,late-antique,modern"
676924053,roman
708974068,2nd-millenium-bce
99738107,early-1st-millennium-mesopotamia
99738107,early-1st-millennium-mesopotamia
99738107,early-1st-millennium-mesopotamia
451571127,"2nd-millenium-bce,modern"
625199888,"late-antique,mediaeval-byzantine,modern"
