from,timePeriodsKeys
570316,"archaic,classical,hellenistic-republican,roman"
570316,"archaic,classical,hellenistic-republican,roman"
570317,modern
570317,modern
570318,"archaic,classical,hellenistic-republican,roman,modern"
570318,"archaic,classical,hellenistic-republican,roman,modern"
570325,"archaic,classical,hellenistic-republican,roman,modern"
348371058,mediaeval-byzantine
449007780,"hellenistic-roman-early-empire,modern"
449007780,"hellenistic-roman-early-empire,modern"
629225363,"archaic,classical,hellenistic-republican,roman,late-antique"
204528069,hellenistic-republican
378979377,roman
328100889,roman
694364581,late-antique
990568323,roman
894727084,roman
894727084,roman
502577470,classical
502577471,"classical,hellenistic-republican"
502577472,roman
569006287,roman
689046103,modern
195092807,"roman,late-antique,modern"
226302607,"roman,late-antique,modern"
226302607,"roman,late-antique,modern"
748146994,"roman-britain,modern"
288445158,modern
750203268,"classical,hellenistic-republican,roman,modern"
750203268,"classical,hellenistic-republican,roman,modern"
354239692,"late-antique,mediaeval-byzantine,modern"
354239693,"roman-early-empire-late-antique,modern"
421330490,"archaic,modern"
963047542,"new-kingdom-egypt,modern"
90720956,"uruk-mesopotamia,early-dynastic-mesopotamia,akkadian-ur-iii-mesopotamia,old-babylonian-assyrian-mesopotamia,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332233,"roman,modern"
662332234,"classical,hellenistic-republican,roman"
24736652,roman-early-empire-late-antique
237645058,2nd-millenium-bce
947227732,"hellenistic-republican,modern"
303354808,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,nineteenth-ce,twentieth-ce,twenty-first-ce"
303354808,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,nineteenth-ce,twentieth-ce,twenty-first-ce"
303354808,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,nineteenth-ce,twentieth-ce,twenty-first-ce"
303354808,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,nineteenth-ce,twentieth-ce,twenty-first-ce"
584375361,"mediaeval-byzantine,modern"
729310593,2nd-millenium-bce
729310594,4th-millenium-bce
769742546,roman
151473899,"roman,modern"
229670928,roman
229670928,roman
229670928,roman
673471798,roman
673471798,roman
713767971,"late-antiquity-in-central-asia,pre-islamic-early-middle-ages-central-asia,modern"
210745099,hellenistic-republican
210745099,hellenistic-republican
762647722,neo-assyrian-babylonian-middle-east
762647722,neo-assyrian-babylonian-middle-east
762647722,neo-assyrian-babylonian-middle-east
762647722,neo-assyrian-babylonian-middle-east
762647722,neo-assyrian-babylonian-middle-east
762647722,neo-assyrian-babylonian-middle-east
762647722,neo-assyrian-babylonian-middle-east
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
319432673,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
129678075,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349914,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
944349915,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
303882989,early-1st-millennium-mesopotamia
795920320,late-antique
792436981,roman
792436981,roman
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
796289136,"early-dynastic-egypt,old-kingdom-egypt,modern"
853662205,modern
645513764,"roman,late-antique"
434822371,roman
663803333,roman
364712046,"archaic,classical,hellenistic-republican,roman"
818633083,"archaic,classical,hellenistic-republican,roman-early-empire-late-antique"
55417173,"late-antique,mediaeval-byzantine"
74062405,late-byzantine
687957706,twenty-first-ce
347507191,roman
580732678,mediaeval-byzantine
534036732,hellenistic-republican
453093030,roman-early-empire-late-antique
65323470,roman
302942693,"mediaeval-byzantine,modern"
171953680,roman
236087657,late-antique
122919705,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,modern"
340380318,"roman,modern"
340380318,"roman,modern"
387880487,roman
387880487,roman
83055,"roman,late-antique"
83055,"roman,late-antique"
83055,"roman,late-antique"
83056,"roman,late-antique"
83056,"roman,late-antique"
834296,"hellenistic-republican,roman,late-antique,modern,twenty-first-ce"
834296,"hellenistic-republican,roman,late-antique,modern,twenty-first-ce"
834296,"hellenistic-republican,roman,late-antique,modern,twenty-first-ce"
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
834876934,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
837,
83868,"roman,roman-britain,late-antique"
844847,"roman,late-antique"
844847,"roman,late-antique"
844856,"archaic,classical,hellenistic-republican,roman,late-antique"
844856,"archaic,classical,hellenistic-republican,roman,late-antique"
844856,"archaic,classical,hellenistic-republican,roman,late-antique"
844857,"hellenistic-republican,roman,modern"
844877,"hellenistic-republican,roman,late-antique,modern"
844879,"middle-bronze-age-anatolia,1200-bc-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,ottoman-rise,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
844879,"middle-bronze-age-anatolia,1200-bc-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,ottoman-rise,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
844888,"roman,modern"
844914,"roman,late-antique"
844926,"hellenistic-republican,roman,late-antique"
844926,"hellenistic-republican,roman,late-antique"
844944,"classical,hellenistic-republican,roman,late-antique"
844944,"classical,hellenistic-republican,roman,late-antique"
844944,"classical,hellenistic-republican,roman,late-antique"
844944,"classical,hellenistic-republican,roman,late-antique"
844957,late-antique
844962,"roman,roman-early-empire-late-antique,late-antique"
844988,late-antique
844991,"roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845,"classical,hellenistic-republican,roman,late-antique"
845006,"classical,hellenistic-republican,roman,late-antique"
845013,"classical,hellenistic-republican,roman"
845013,"classical,hellenistic-republican,roman"
845014,roman
845034,"archaic,classical,hellenistic-republican,roman,late-antique"
845034,"archaic,classical,hellenistic-republican,roman,late-antique"
845034,"archaic,classical,hellenistic-republican,roman,late-antique"
845034,"archaic,classical,hellenistic-republican,roman,late-antique"
845041,"hellenistic-republican,roman,late-antique"
845049,"hellenistic-republican,roman,late-antique"
845603,"roman,late-antique"
846,
847112,"roman,late-antique"
847112,"roman,late-antique"
854666,"archaic,classical,hellenistic-republican,roman,modern"
854675,"classical,hellenistic-republican,roman,late-antique,modern"
854675,"classical,hellenistic-republican,roman,late-antique,modern"
854675,"classical,hellenistic-republican,roman,late-antique,modern"
854696,"archaic,classical,hellenistic-republican,roman,roman-early-empire-late-antique,late-antique"
854700,"classical,hellenistic-republican,roman,late-antique"
854710,"classical,hellenistic-republican,roman"
854711,roman
854715,"classical,hellenistic-republican,roman,roman-early-empire-late-antique"
861854258,late-antique
862,
862,
863734,"hellenistic-republican,roman"
863735,"hellenistic-republican,roman,modern"
863737,"hellenistic-republican,roman,modern"
413823808,roman
877549424,hellenistic-republican
628342669,
664535672,late-byzantine
332324145,"hellenistic-republican,roman,late-antique-sasanian-middle-east"
332324146,"roman,late-antique,mediaeval-byzantine"
614184896,modern
450863545,modern
614844,roman
614851,late-antique
614870,"roman,late-antique"
614870,"roman,late-antique"
614870,"roman,late-antique"
614870,"roman,late-antique"
614870,"roman,late-antique"
614870,"roman,late-antique"
619103,"paleolithic-middle-east,middle-bronze-age-anatolia,early-iron-age-anatolia,1200-bc-middle-east,middle-late-iron-age-anatolia,achaemenid-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
619104,"roman,late-antique"
619114,late-antique
619163,"hellenistic-republican,roman,late-antique"
619164,"hellenistic-republican,roman,late-antique,modern"
619164,"hellenistic-republican,roman,late-antique,modern"
619267,"roman,roman-early-empire-late-antique,late-antique,modern"
619275,"hellenistic-republican,roman,late-antique"
619275,"hellenistic-republican,roman,late-antique"
619275,"hellenistic-republican,roman,late-antique"
619280,late-antique
620612,"roman,late-antique"
622144,roman
622153,"roman,late-antique"
622156,"hellenistic-republican,roman"
622165,roman
622169,hellenistic-republican
622171,roman
622180,roman
624813669,modern
628923,"middle-bronze-age-anatolia,middle-hittite-anatolia,early-iron-age-anatolia,neo-assyrian-babylonian-middle-east,middle-late-iron-age-anatolia,achaemenid-middle-east,hellenistic-republican,hellenistic-middle-east,roman,modern-middle-east"
628924,"hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,early-medieval-caucasus,perso-ottoman-russian-caucasus,modern-middle-east"
628924,"hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,early-medieval-caucasus,perso-ottoman-russian-caucasus,modern-middle-east"
628924,"hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,early-medieval-caucasus,perso-ottoman-russian-caucasus,modern-middle-east"
628924,"hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,early-medieval-caucasus,perso-ottoman-russian-caucasus,modern-middle-east"
628932,"roman,late-antique"
628934,"hellenistic-republican,roman,late-antique"
628934,"hellenistic-republican,roman,late-antique"
628936,"hellenistic-republican,roman"
628949,"classical,hellenistic-republican,roman,late-antique"
628963,"roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628982,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,roman,late-antique"
628989,"hellenistic-republican,roman"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629008,"neo-assyrian-babylonian-middle-east,roman,late-antique"
629009,late-antique
629019,"hellenistic-republican,roman"
629019,"hellenistic-republican,roman"
629019,"hellenistic-republican,roman"
629022,"roman,late-antique"
629040,"mesolithic-middle-east,middle-bronze-age-anatolia,middle-hittite-anatolia,early-iron-age-anatolia,1200-bc-middle-east,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,achaemenid-middle-east,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,persian-medieval-caucasus,caliphate-umayyad-middle-east,early-byzantine,abassid-middle-east,middle-byzantine,early-medieval-caucasus,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,crusader-seljuq-ayyubid-levant,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,perso-ottoman-russian-caucasus,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
629040,"mesolithic-middle-east,middle-bronze-age-anatolia,middle-hittite-anatolia,early-iron-age-anatolia,1200-bc-middle-east,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,achaemenid-middle-east,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,persian-medieval-caucasus,caliphate-umayyad-middle-east,early-byzantine,abassid-middle-east,middle-byzantine,early-medieval-caucasus,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,crusader-seljuq-ayyubid-levant,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,perso-ottoman-russian-caucasus,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
629068,"hellenistic-republican,roman"
629075,"middle-bronze-age-anatolia,middle-hittite-anatolia,1200-bc-middle-east,archaic,achaemenid-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,early-ottoman-empire,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
629076,"hellenistic-republican,roman,late-antique,modern"
629083,"hellenistic-republican,roman,modern"
629106,"roman,late-antique"
629678,"roman,late-antique"
630430,
630430,
630430,
630437,
631240,roman
638748,"hellenistic-republican,roman,late-antique"
638749,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638753,"classical,hellenistic-republican,roman,late-antique"
638758,"hellenistic-republican,roman,late-antique"
638770,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638776,"archaic,classical,hellenistic-republican,roman,late-antique"
638778,"middle-bronze-age-anatolia,1200-bc-middle-east,classical,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
638792,"hellenistic-republican,roman,late-antique"
638796,"classical,hellenistic-republican,roman,late-antique"
638796,"classical,hellenistic-republican,roman,late-antique"
638799,"classical,hellenistic-republican,roman,late-antique,modern"
638799,"classical,hellenistic-republican,roman,late-antique,modern"
638800,"classical,hellenistic-republican,roman,modern"
638804,"hellenistic-republican,roman,late-antique"
638811,"classical,hellenistic-republican,roman,late-antique"
638836,"classical,hellenistic-republican,roman,late-antique,modern"
638836,"classical,hellenistic-republican,roman,late-antique,modern"
638836,"classical,hellenistic-republican,roman,late-antique,modern"
638860,"hellenistic-republican,roman,late-antique"
638860,"hellenistic-republican,roman,late-antique"
638860,"hellenistic-republican,roman,late-antique"
638868,"hellenistic-republican,roman"
638915,"hellenistic-republican,roman,modern"
638915,"hellenistic-republican,roman,modern"
638931,"hellenistic-republican,roman,late-antique"
638938,"classical,late-antique,modern"
638948,"hellenistic-republican,roman,late-antique"
638955,"classical,hellenistic-republican,roman"
638955,"classical,hellenistic-republican,roman"
638955,"classical,hellenistic-republican,roman"
638955,"classical,hellenistic-republican,roman"
638958,"hellenistic-republican,roman"
638958,"hellenistic-republican,roman"
638958,"hellenistic-republican,roman"
638961,"hellenistic-republican,roman,late-antique"
638961,"hellenistic-republican,roman,late-antique"
638961,"hellenistic-republican,roman,late-antique"
638965,"classical,hellenistic-republican,roman,late-antique"
638965,"classical,hellenistic-republican,roman,late-antique"
638965,"classical,hellenistic-republican,roman,late-antique"
638965,"classical,hellenistic-republican,roman,late-antique"
638967,"classical,roman,modern"
638967,"classical,roman,modern"
638967,"classical,roman,modern"
638967,"classical,roman,modern"
638988,"hellenistic-republican,roman"
638989,"hellenistic-republican,roman,modern"
638990,"classical,late-antique,modern"
638993,"roman,late-antique"
638995,"hellenistic-republican,roman"
638996,"classical,hellenistic-republican,roman"
638996,"classical,hellenistic-republican,roman"
639008,"hellenistic-republican,roman,late-antique,modern"
639013,"late-bronze-age-anatolia,hellenistic-republican,roman,late-antique"
639013,"late-bronze-age-anatolia,hellenistic-republican,roman,late-antique"
639016,"classical,hellenistic-republican,roman,late-antique"
639034,
639035,roman
639035,roman
639042,"early-iron-age-anatolia,middle-late-iron-age-anatolia,classical,achaemenid-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,early-byzantine,abassid-middle-east"
