source,target
798037,727172
798093,727172
80032,82301
805590,727172
805593,727172
805600,727172
805601,727172
805602,727172
805602,727172
805630,727172
805634,508356079
805634,727172
806345,805602
814662,815403
814675,29677
814688,815403
815,413336
815,803636721
815,450863545
815,433155
815,676201591
815,433141
815,1052
815403,814662
815403,814688
81542,79646
825237,1224
825265,1224
825273,1224
825318,226572
825318,854675
825318,825366
825318,825357
825318,825367
825357,825318
825366,825318
825367,825318
825397,825398
825398,825397
825398,828268
825407,1224
828268,825398
155765601,462097
155765601,462492
708406049,413323
79684535,148092
466340541,422885
723104406,422885
825912337,423025
560149180,462503
851937516,599799
672074527,317192891
250091860,423025
250091860,767766096
250091861,550867
585148249,216981
287975074,570479
287975074,570318
933683602,574183541
933683602,503873393
933683602,424659854
933683602,932485
424659854,933683602
424659855,472014
199339871,177495
240415207,422885
484566763,589748
484566763,589748
157243532,462225
157243532,462492
439238521,472014
958299306,570696
531279448,491512
929709014,214160492
904891411,432723
818256726,599612
901138068,952093
480215076,952093
983828927,599480
478681498,283602441
288813555,639087
619239399,46154574
670424966,79395
670424968,89175
838441539,246345
362008414,256063
763220261,638955
308912370,491731
471437511,197448
627408618,197448
139216315,570685
307187361,442733
828808246,442733
531869654,433032
531869654,599902893
321173926,433032
321173926,599902893
348714102,786050
281602871,863766
281602871,884130
243168300,432734
571917892,442603
411612163,432852
850009332,432658
828428388,433147
593462325,967215409
593462325,422863
593462325,423025
820369854,967215409
820369854,422863
820369856,967215409
820369856,422863
24441049,383816
823615780,315174
599287018,384697574
261350657,433073
429758769,433073
983118964,413065
209814686,600795755
209814686,721328707
209814686,413065
721328707,413065
721328707,209814686
63880221,315113
225822532,315085
945740227,413324
322772903,413393
919243561,423025
919243561,423080
710429514,690508612
922890940,422968
968858713,579885
538129499,197501
347036492,871801169
347036492,152699900
347036492,562679826
335461216,423025
335461216,432833118
335461216,934591703
611608589,432733
599902,599926
599903,599684
599905,599671
599905,298577312
599905,182750553
599905,599805
599905,735295266
599908,599667
599909,599673
599913,599822
599917,599667
599918,599919
599919,599918
599919,599525
599919,560353
599924,599926
599925,735295266
599925,599926
599926,599701
599926,599902
599926,600982
599926,599641
599926,599475
599926,599825
599926,599924
599926,629167850
599926,599669
599926,599925
599926,599824
599926,599655
599926,599688
599926,640889631
599926,599710
599926,599680
599926,599992
599926,599668
599938,599684
599939,599581
599943,599868
599944,599872
599944,501597
599944,599755
599944,599951
599944,501635
599944,541024
599944,599764
599944,541089
599944,541093
599944,599581
599944,501439
599944,550693
599944,560221
599949,599684
599950,599952
599951,599944
599951,560221
599952,599950
599952,599897
599952,560221
599967,560221
599971,599973
599971,599973
599973,599611
599973,599742
599973,194521550
599973,599971
599973,599478
599973,808255902
599974,599975
599974,601739
599974,808255902
599974,560353
599975,599974
599976,599667
599979,560353
599979,808255902
599987,599777
599987,599777
599992,599926
599993,599822
599996,599764
600002,599822
60008,59822
60021,60058
60022,39352
60022,39352
600227,599703
600227,599612
60058,60567
60058,60708
60058,362094923
60058,60613
60058,60527
60058,60618
60058,60481
60058,60021
60058,971840
60058,60628
60058,59826
60058,60576
60058,59915
60058,60612
600982,599926
601739,599974
602492,599477
602493,599828
603248,599808
603249,599868
60403,961881
60403,45635759
60438,961882
604758,599830
60481,60058
60488,59886
60499,59982
60519,59830
60519,59773
60527,60058
60567,60058
60576,60058
60612,60058
60613,60058
60618,60058
606274,599868
60628,60058
606287,599808
606369,599801
60676,59844
60708,60058
609292,439057572
609292,115158475
609292,442858431
609292,837
609292,511363
609292,177302800
609307,33128252
609307,33128252
609327,96282639
609327,96282639
609361,550701
609367,511363
609367,511363
609393,511406
609393,511406
609420,511363
609420,837
609426,614691
609426,614706
609444,511363
609444,837
609473,609548
609473,614870
609484,511363
609484,837
609550,550701
609550,550701
610042,609307
610042,610809
610803,609367
612328,609556
614691,609426
614691,614706
614706,609426
614706,609426
586620869,242008148
586620869,906423926
586620869,694530902
586620869,894019
62810657,894019
62810657,62810658
62810657,439136375
62810658,563250510
62810658,62810657
62810658,473423542
62810658,911483313
62810658,344586145
62810658,43471155
62810658,894019
62810658,439136375
911483313,894019
911483313,62810658
846526213,894019
846526213,62810658
846526213,439136375
942018830,894019
942018830,439136375
794388242,697725
794388242,29677
794388243,678006
494216807,472014
849534583,472014
421744881,472014
633220627,206957389
633220627,91127594
24562218,893936
62447763,247838452
765669847,894006
765669847,894006
765136701,737328394
765136701,737328394
406510719,217027
406510719,217027
605339917,413393
766723266,570182
867317580,452369
643029512,403292
957561489,403292
948173334,423025
948173334,451696383
861903338,314897
794488651,893951
794488651,202833933
794488651,897225060
794488651,5066376
386664298,893951
386664298,856859069
5066375,54136919
5066375,202833933
5066375,632147764
5066375,54136921
5066375,893951
5066375,5066376
5066376,5066375
5066376,856859069
5066376,202833933
5066376,794488651
5066376,893951
441849878,472014
399141643,679976755
399141643,679976755
223617668,893951
223617668,541602250
223617668,653377582
223617668,202833933
223617668,897225060
223617668,33309869
223617668,54136920
632147764,893951
632147764,202833933
632147764,897225060
632147764,5066375
452038953,893951
452038953,202833933
452038953,653377582
452038953,897225060
452038953,33309869
452038953,541602250
452038953,54136920
54136919,912849
54136919,142907963
54136919,251337021
54136919,923543650
54136919,33309869
54136919,856859069
54136919,893951
54136919,5066375
54136919,54136920
54136920,653377582
54136920,33309869
54136920,213534097
54136920,452038953
54136920,912849
54136920,54136919
54136920,202833933
54136920,568355929
54136920,541602250
54136920,223617668
54136920,856859068
54136920,893951
54136920,54136921
54136921,54136920
54136921,202833933
54136921,893951
54136921,5066375
89975947,386554382
89975947,633091638
89975947,202833933
89975947,912849
89975947,893951
89975947,633091639
307322303,423080
133411593,837
641775077,874609
483627781,403253
215749623,668331
372376094,373778
507729266,383609
507729266,157940
507729266,149499
507729266,383633
507729266,157802
507729266,157803
507729266,157837
507729266,383741
507729266,383808
507729266,148217
810981545,442644
195325997,648802
195325997,195325998
195325997,129678075
195325997,56567731
195325998,222224043
195325998,195325997
195325998,648802
195325998,17658595
927221529,129678075
927221529,648614
927221529,57893805
319430829,395214998
319430829,707534
319430829,707498
930131678,257997170
930131678,605795336
930131678,907036116
930131678,652445664
930131678,944349915
930131678,648670
930131678,648792
852464630,944349915
852464630,648548
852464630,34546779
534380454,432900
534380454,432828
784987444,587835546
348167893,971886
102529957,442847
269449175,550944
122408432,687928
104777481,540591
104777482,570567
104777482,570668
104777482,570205
104777482,570049
104777482,570043
104777482,570596
104777482,570354
104777482,570755
104777482,570422
104777482,570576
104777482,570528
104777482,570028
825074423,756659
687529965,236443
334588,305120
334636,335227
335225,334536
335225,334536
335226,334570
335226,334570
335227,334636
335227,334636
336741,334602
338288,334669
338300,334659
344439,344440
344440,344439
344440,344519
344448,133229241
344448,716466643
344448,358782736
344448,371761216
344448,165453294
344448,344573
344496,344492
344519,344440
344520,344522
344522,344520
344522,346547
344522,324841375
344522,324768
344573,344448
345038,344282
346547,344522
71706222,462489
53735136,403292
43612993,433032
43612993,222138654
658295679,433032
658295679,456321707
11924821,869803559
11924821,792436981
11924821,433032
11924822,413097
11924822,413231
11924822,413054
11924822,413171
11924822,432900
11924822,423025
11924823,433032
11924823,824486497
752122699,423025
752122699,432900
310265136,423025
310265136,432900
491855883,79439
491855883,79638
491855883,79532
491855883,79664
491855883,79552
491855883,79722
491855883,79727
491855883,79559
491855883,79732
491855883,79646
491855883,79739
491855883,79741
491855883,79574
491855883,79453
491855883,799667225
491855883,79400
491855883,79592
491855883,404424015
491855883,79434
491855883,79729
82519025,89143
82519025,89309
82519025,89304
82519025,104728999
82519025,89230
82519025,89152
82519025,89314
82519025,607714945
82519025,414303980
82519025,89196
82519025,89209
82519025,89175
82519025,89316
82519025,89274
82519025,89124
589166546,373732
826976465,462311
93042695,432830
93042695,432846
93042695,870073463
93042695,432852
93042695,422871
93042695,432884
93042695,319931451
93042695,158906364
93042695,422913
93042695,422813
93042695,423069
93042695,422829
93042695,422833
93042695,423108
93042695,426596
93042695,426597
93042695,390937014
93042695,422908
93042695,347468514
93042695,433146
93042695,432626
93042695,433185
93042695,432695
93042695,422926
93042695,432739
93042695,422888
93042695,432763
93042695,432764
93042695,422873
93042695,423025
889101791,502866838
889101791,423025
92225875,658378
103565779,373778
63806066,56567730
63806066,56567730
658574376,256327
55302071,423025
795363785,462489
112340551,303733349
112340551,743125105
570403,560353
570403,560353
570406,570561
570406,570248
570406,570685
570406,570706
570407,570379
570407,570577
570407,570703
570407,1043
570415,570028
570420,364712046
570422,104777482
570423,87367171
570423,573113
570423,570754
570424,573086
570424,573475
570424,573474
570441,573309
570441,570764
570441,573238
570441,570502
570444,570102
570450,570102
570455,570577
570462,540775
570474,528335956
570474,694364581
570474,570475
570475,570692
570475,570224
570475,570574
570475,570546
570475,570748
570475,570035
570475,570036
570475,570038
570475,570689
570475,570081
570475,570632
570475,570578
570475,570327
570475,570626
570475,570474
570475,570644
570475,570339
570475,280341406
570475,570648
570475,570373
570475,560221
570477,570723
570479,287975074
570479,435916987
570479,52154983
570479,570480
570479,570318
570480,570479
570480,573048
570480,423679103
570480,570733
570483,570577
570487,570577
570491,661894078
570491,780715578
570491,190863456
570491,448885234
570491,593460162
570491,570104
570495,570577
570495,570752
570495,560221
570501,570104
570502,570185
570502,570185
570504,301013826
570504,109791198
570528,104777482
570530,570102
570531,584889481
570531,728329643
570531,582667283
570531,316294900
570535,570102
570540,570577
570546,570475
570551,570123
570551,570123
570555,570577
570555,570556
570556,570577
570556,570181
570561,570406
570567,104777482
570574,570475
570576,570028
570576,104777482
570577,570455
570577,570483
570577,570487
570577,570540
570577,570555
570577,570556
570577,570028
570577,570371
570577,570390
570577,570702
570577,570703
570577,570756
570577,570067
570577,570096
570577,570101
570577,570104
570577,570182
570577,570229
570577,570274
570577,570310
570577,570733
570577,570184
570577,570181
570577,570654
570577,570103
570577,570495
570577,570407
570577,570123
570577,570185
570577,570175
570578,570475
570596,104777482
570598,570102
570598,570102
570602,573110
570602,573280
570626,570475
570632,570475
570644,570475
570648,570475
570653,570754
570653,570754
570654,580069
570654,579959
570654,580094
570654,580101
570654,570325
570654,570577
570654,131418574
570654,579844
570654,570104
570654,579953
570654,570132
570654,570347
570654,570150
570654,580062
570654,560221
570668,104777482
570670,570348
570673,570186
570685,139216315
570685,570406
570685,570248
570689,570475
570692,570475
570696,324369908
570696,324369908
570700,570028
570702,570577
570702,570703
570703,570407
570703,570123
570703,570577
570706,573222
570706,573541
570706,570406
570707,288803012
570707,953624202
570707,570102
570711,755162814
570711,755162815
570711,570180
570731,570348
570733,570480
570733,570551
570733,570577
570740,570104
570743,570408
570747,570348
570748,570475
570752,570495
570754,573206
570754,573354
570754,570653
570755,104777482
570756,570104
570756,570577
570763,570348
570764,573238
570764,424010351
570764,535233377
570764,570441
573048,570202
573048,570480
573049,570754
573086,69536363
573086,570424
573110,570602
573113,570423
573155,573541
573160,570231
573169,570391
573206,570754
573208,570409
573222,573541
573222,570706
573224,570754
573224,570653
573238,570441
573238,570764
573266,570653
573280,570602
573309,570441
573354,570754
573409,570104
573455,570186
573474,570104
573474,570424
573474,69536363
573475,570104
573475,570424
573475,573474
573475,69536363
573541,573222
573541,573155
573541,570706
573551,570449
579844,579872
579844,585971
579844,570654
579844,177302800
579846,579959
579853,585131
579853,122622385
579853,579844
579863,579888
579872,579844
579878,579940
579879,579888
579885,585128
579885,728329644
579885,235795850
579885,580123
579885,813654446
579885,580062
579885,968858713
579885,935764097
579885,146086514
579885,97294452
579885,720198157
579885,954340915
579885,773761100
579885,807514119
579885,649966334
579885,649966335
579885,168254096
579885,759679649
579885,969121823
579885,580051
579885,122572945
579885,277534797
579885,310115518
579885,638356144
579885,558659669
579885,750203268
579885,650003009
579885,579888
579886,580101
579888,579938
579888,580046
579888,560221
579888,745058964
579888,580097
579888,585903
579888,580129
579888,579863
579888,579879
579888,579885
579888,540756
579888,579958
579896,580101
579910,935032928
579910,408217405
579910,579920
579920,935032928
579920,585954
579920,408217405
579921,579888
579925,337621961
579925,462127127
579925,540775
579931,560221
579938,745058964
579938,579888
579942,580062
579948,580028
579953,570654
579955,580056
579955,583620
579958,579888
579958,579888
579959,579846
579959,277534797
579959,570654
579979,745058964
579984,580130
580010,963101174
580010,963101170
580010,963101176
580010,963101171
580010,585931
580010,585891
580010,583623
580010,963101172
580010,585894
580010,963101173
580010,963101175
580021,580117
580021,580022
580022,580091
580022,580117
580022,580021
580022,580125
580022,580039
580022,580106
580028,580022
580039,580022
580039,580117
580046,579888
580051,579885
580055,579844
580055,579844
580056,579955
580062,116035285
580062,487072545
580062,579942
580062,58858515
580062,585128
580062,579966
580062,579988
580062,570654
580062,579903
580062,580078
580062,582867
580062,582868
580062,580029
580062,580136
580062,579885
580065,963101135
580065,963101134
580065,963101133
580065,583621
580065,963101132
580065,963101136
580065,585919
580069,570654
580071,580072
580072,580071
580072,397011004
580072,585128
580081,580080
580086,580107
580091,580022
580091,580117
580092,745058964
580094,570654
580097,579888
580100,580101
580101,570654
580101,570654
580106,580022
580107,580086
580107,925825062
580107,925825063
580114,540672
580114,540689
580117,580022
580119,772835485
580119,375191030
580119,503211161
580119,745058964
580123,579885
580125,580022
580125,580117
580129,579888
582108,580060
582868,487072545
582868,580062
583617,579844
583620,579955
583621,580065
583623,580010
585128,580062
585128,580072
585128,579885
585131,579853
585891,580010
585894,580010
585903,579888
585919,580065
652231746,423127
828989863,707596
437137448,491687
937106860,678215
814448537,599528
990721366,356966898
323580407,423072
323580407,423072
323041298,695491849
323041298,423025
13850440,736904
439136375,894019
969838059,266036
437204184,383579
893570731,79534
698411340,128376
694724623,442642
525258361,256155
723991750,256155
379316151,197130
569089650,403291
488345053,413124
139971323,413125
827074678,413125
969223180,109414
762595495,501482
359707097,540947
245122016,678106
2604669,550812
146849991,550812
834862588,197524
834862589,491741
444468888,383603
990688484,961873
935832829,961873
991964195,837
283602441,614962220
283602441,30509704
283602441,48167301
283602441,478681498
283602441,837
192519947,707617
588236457,108894
151157248,108894
627230788,256231
9324677,506349985
767060410,79601
650320273,412342122
650320274,412342122
650320274,650320273
125119394,423025
963441586,462487
386176625,462373
674361719,442962448
674361719,599695861
220487220,413036
220487222,413036
74879589,266036
980746932,266036
226040114,413288
747857719,167859
310024671,383579
179717289,383579
179717291,383579
135386091,128376
480038469,265849
817071134,442640
553647616,256155
121654605,197130
371761216,344448
165453294,344448
153271174,79602
336528878,403291
15230116,403291
15230118,403291
292680658,413332
723366820,422859
424267586,422859
557760948,413125
953624202,570707
328868135,432782
89759493,472014
89759493,471899
234635789,423116
934591702,207271757
934591703,432833118
934591703,423025
376191071,423025
107524051,570316
513030903,570316
135962387,197488
819299274,756512
602634774,756512
87367170,109215
87367171,570423
462147,462492
462149,462492
462151,462492
462152,462492
462153,916046175
462153,528052483
462153,462492
462154,462492
462156,462492
462157,462494
462159,462492
462161,462492
462162,462492
462163,462492
462164,462492
462166,462492
462167,462168
462167,462168
462168,462167
462168,662780947
462168,273840229
462168,1043
462169,462492
462170,462492
462171,462492
462173,462492
462174,462492
462175,462492
462176,462492
462177,462178
462177,462492
462179,462492
462184,462492
462185,462492
462186,462076
462187,462193
462187,462492
462188,462492
462191,462492
462193,462487
462193,465941
462193,462227
462193,462187
462193,462197
462193,462258
462193,462201
462193,462492
462193,462492
462194,462492
462195,462492
462197,462492
462197,462193
462197,462256
462198,462492
462199,462076
462201,462193
462201,462492
462202,462492
462202,462492
462203,462492
462204,462503
462204,462492
462206,462492
462208,462492
462209,462492
462210,462492
462213,170572802
462213,62131047
462213,462462
462213,364392646
462213,1043
462214,462492
462214,462215
462216,462492
462217,462492
462218,462311
462220,462492
462220,462492
462221,462492
462222,462492
462223,462492
462225,462492
462225,462492
462227,462492
462227,462193
462228,462492
462229,462237
462229,462337
417304347,472014
562472667,971882
453887876,472014
453887877,472014
239936126,541138
66376536,550867
594242500,197446
594242502,197501
925825061,109298
925825062,580107
925825063,580107
893595278,91358
893595278,89311
836839127,188894567
836839127,447634115
836839127,699487909
836839127,384697574
836839127,523134405
836839127,963047542
836839127,21234998
836839127,321318358
836839127,779439862
836839127,786017
534964140,362814927
534964140,998821004
779439862,836839127
311205627,462067
311205627,462492
987039111,422808
987039111,74935822
987039111,423048
987039111,423025
217324039,472014
333222070,462492
333222070,462246
845040004,727070
845040004,727070
552768118,246510
552768118,52087519
552768118,246510
261678107,413248
744937022,266066
872425940,472014
47806597,29713
190433997,423127
757150811,383729
826967496,442642
304296863,373757
789856351,373757
789856352,432845
789856352,433075
789856352,1356
35794949,668331
844139526,668331
950070777,472014
214034409,79461
540746347,422932
743295152,49895
786829671,462503
959120263,202833934
762217869,433032
762217869,433032
65661952,433082
600985975,638776
631805559,452416
224949836,403627900
224949837,403627900
295344385,403627900
295344387,442658
617667450,413037
617667451,413037
420878173,39362
900159787,39362
900159789,39362
740280236,138468
708445364,403235
35858006,275666
939662554,324774
503005367,324774
116852156,599636
71626430,786017
344747000,413225
344747000,413220
535279837,3156062
309640805,195443086
137556138,638776
866839043,442962448
463141627,638753
840672014,638753
38314636,638753
575107588,462068
126644698,835093310
472122,1356
472125,472063
472125,1356
472127,472063
472127,472014
472129,472063
472137,472063
472137,472063
472138,472137
472138,472063
472144,472063
472635,472014
472635,472038
472637,472014
472638,472014
472639,472014
472640,472014
473387,472014
473387,471918
473388,472014
474915,472014
474919,472014
474924,472014
474936,472014
481726,481777
481726,481728
481726,1004
481726,541062
481728,481726
256058,347507191
256058,580732678
256058,803793619
256058,266075
256067,256463
256107,862
256128,415113284
256128,521439681
256128,729234307
256128,874536625
256128,862
256128,803793619
256128,256010
256151,982853456
256151,389853508
256151,862813573
256155,30276984
256155,923612907
256155,553647616
256155,256708
256155,525258361
256155,683849730
256155,723991750
256155,240098
256155,803793619
256177,434822371
256177,663803333
256177,803793619
256198,275614
256198,1043
256198,275704
256198,256045
256201,256502
256210,803793619
256210,256010
256222,256010
256231,556854756
256231,132543925
256231,627230788
256231,256010
256234,255976
256263,256010
256263,256009
256263,845
256272,845
256298,257480
256315,256418
256316,845
256338,256463
256363,256038
256389,256708
256414,260506
256438,256463
256454,256010
256463,266066
256463,256001
256463,265834
256463,256067
256463,668575405
256463,256338
256463,256438
256463,257459
256463,845
256485,256242
256485,256242
256512,236660
256512,236405
256512,534902876
256512,236642
256512,255976
256512,236455
256512,236712
256708,256155
256708,256155
257458,255958
257459,256463
257459,256463
257480,255976
257480,256298
260506,256040
260506,256414
260648,256210
261243,256184
265765,269538
265803,265884
265817,632227173
265817,572631626
265817,265818
265818,266001
265818,265840
265818,265817
265818,1043
265827,632227173
265830,632227173
265832,803793619
265834,269563
265834,256463
265840,265818
265849,269260723
265849,480038469
265849,505229478
265849,803793619
265849,269538
265855,269538
265855,265989
265874,1043
265875,266001
265875,266001
541602250,452038953
541602250,223617668
541602250,893951
541602250,33309869
541602250,653377582
541602250,202833933
541602250,897225060
541602250,912849
541602250,54136920
324631564,442962448
584324061,856514595
414303980,82519025
797109353,433032
494660670,423025
494660670,207271756
393558281,796289136
392373882,511134402
392373882,695490820
192555966,303882989
192555966,227756061
897733154,79383
26017957,26017958
26017958,79549
26017958,79435
26017958,79368
26017958,26017957
26017958,79692
379202545,214160492
379202545,874771
889260374,226544
639959859,413373
148277399,20487
148277399,3911647
148277400,20487
148277400,3911647
992830,992073
991408,992080
865878062,845
629167850,599926
23240266,433032
23240266,680072866
410517750,433032
410517750,222138654
981889086,433032
981889086,456321707
393691694,433032
393691694,538911200
573484325,207100
480714924,136661131
480714925,759079303
582578935,413356
286718069,776181
808098069,324673
808098070,109248
367991210,472014
46154574,619239399
46154574,503121452
54214302,423025
54214302,856514595
54214302,529700371
54214303,18271457
54214303,856514595
54214303,103808101
54214303,423025
117737330,433032
117737330,222138654
177271381,423025
177271381,432900
989554833,796289136
17658595,379689234
17658595,195325998
17658595,619164
17658595,543726022
17658595,129678075
57893804,648614
57893804,405745229
57893804,129678075
57893804,56567731
57893805,125566441
57893805,927221529
57893805,129678075
57893805,648792
57893805,648670
911351381,129678075
911351381,319432673
911351382,652445664
911351382,944349915
911351382,944349914
911351382,648789
911351382,648792
273861891,472014
441559175,413044
441559176,403285
827972417,324771
507461,501638
507480,491561
511151,511401
511151,511319
511155,511314
511155,511182
511155,511236
511155,511158
511185,1001887
511189,844944
511189,844879
511190,1001887
511190,1001887
511201,196789404
511218,837
511218,837
511222,511319
511224,511325
511224,511325
511225,511224
511235,177302800
511260,511381
511262,511263
511268,511166
511268,511166
511319,511151
511319,511222
511340,511343
511345,511381
511347,1001887
511357,196789404
511363,609367
511363,609420
511363,609444
511363,609484
511363,609292
511363,177302800
511378,511379
511378,511379
511379,513402
511379,511378
511379,511381
511381,511379
511381,511385
511381,520960
511381,520977
511381,520990
511381,521043
511381,521078
511381,521131
511381,521138
511381,521162
511381,501434
511381,511260
511381,1224
511385,511381
511401,511151
511406,844957
511406,614851
511406,845013
511406,609393
511406,1224
511406,614577
511414,1001887
511893,520998
513402,511379
514912,164618012
514912,164618014
514912,164618015
514912,164618016
514912,164618011
520960,511381
520977,1224
520977,511381
520990,511381
520998,380702853
520998,511893
520998,523226
520998,521707
520998,307220778
520998,177059114
520998,820631036
520998,525482
520998,525483
520998,773739435
520998,196789404
520998,520985
521043,511381
521046,521035
521078,511381
521131,511381
521138,511381
521162,511381
521707,520998
521707,177059114
523226,520998
525482,520998
525483,520998
530767,531126
530767,530797
530767,531104
530768,531016
530768,540999
530768,1046
530771,530772
530778,530917
530787,540815
530788,530826
530794,530807
530797,530767
530798,231467659
530807,541062
530807,1046
530824,200345143
530824,404148110
530826,531074
530826,531036
530826,530788
530826,531093
530826,530962
530826,1046
530834,530835
530835,530834
530835,630250253
530835,1046
530843,530871
530843,531124
530843,531117
530843,531003
530845,530852
530852,1046
530852,1046
530871,530843
530871,531025
530871,531061
530871,721831063
530903,530835
530904,530835
530906,1046
530907,540591
530917,531152
530917,530778
530917,531113
530962,530826
530974,530975
530975,530974
531011,530870
531013,391966942
531013,391966943
531013,65323470
531013,82145424
531013,991364
531016,530768
531023,531114
531025,531003
531025,530871
531026,1046
531028,540591
531036,530826
531048,531049
531048,531075
531048,1046
531049,1046
531049,531048
531061,530871
531061,530871
531074,530826
531075,531048
531093,530826
531102,531114
531104,530767
531104,231467659
531113,531114
531113,678468433
531113,530917
531113,1046
531114,531102
531114,531023
531114,531113
531117,530843
531117,531124
531124,531117
531124,531003
531126,530767
531152,530917
531154,531155
531155,1046
531155,1046
536101,1001898
536129,1001898
440618978,149334673
676201591,815
676201591,403181
248622162,422859
30774368,874621
30774368,912964
413309734,191400484
413309737,894019
413309738,223856812
413309738,266535322
413309738,912849
223856812,413309738
223856812,912849
967215409,327838685
967215409,165546433
967215409,635795593
967215409,593462325
967215409,820369854
967215409,820369856
967215409,423025
967215409,422863
190648274,373732
818994290,893951
818994290,5066375
897646525,609327
116348460,893951
116348460,633091639
17634131,912849
156165259,589748
503777175,423025
180252821,589748
728422856,973041325
883747310,893951
883747310,5066376
454450225,893951
454450225,5066375
454450226,893951
454450226,5066375
323375925,893951
323375925,633091639
419903060,893951
419903060,633091639
474321362,707586
474321362,707498
895916364,462503
556346241,226603
869803559,11924821
869803559,433032
987440325,472014
318069073,727172
529754544,373778
529754545,393480
794072270,266021
319990513,433073
489630692,422995
489630692,443253553
881000319,413174
881000319,413174
650519758,413333
72453468,315223
178030496,315223
119729285,315223
697765430,305068
908696791,314921
907258688,314921
574081707,599479
707467453,502866838
707467453,423025
194521550,599971
194521550,808255902
194521550,218806479
194521550,599973
236026498,472014
464482219,540726
464482220,373778
464482221,540789
110978357,471971
630799745,79574
195443086,309640805
195443086,535977538
195443086,442642787
195443086,736963
832482572,423025
207490748,432752
824486497,11924823
824486497,615138225
824486497,260329425
824486497,220742115
824486497,753612858
824486497,723728396
824486497,433032
96282639,599777
96282639,599777
23296898,550759
23296898,511189
481742,196789404
481777,481726
481782,196789404
481818,481865
481818,1004
481818,196789404
481857,1004
481865,483974
481865,481818
481865,197488
481896,481815
481896,1004
481900,196789404
481935,196789404
481982,196789404
481987,481798
481987,481798
483974,481865
491520,494582
491520,494625
491520,491669
491526,491669
938515635,79461
873891351,422932
587835546,784987444
587835546,867414858
587835546,422835
587835546,423075
587835546,423089
587835546,422843
587835546,423025
228359733,727172
897256486,550944
97294452,579885
312715518,373778
636775194,69507
177924141,727163
177924141,727163
720198157,579885
720198157,807514119
80606012,89261
954340915,579885
773761100,579885
773761100,579885
485712934,422914
485712934,943743265
342847225,432901
272860363,560221
568496340,433032
568496340,538911200
678593934,413076
235928441,442454
940029017,845
267084998,540948
267084998,540591
700578305,109248
599902893,433032
599902893,433032
232755444,79431
503873393,933683602
710805922,413323
441331251,413323
467551058,197427
86666894,442629
706911859,89114
729234307,256128
916046175,462153
339756240,266021
38100986,315216
720762964,462258
886501855,687968
814125747,413266
178686122,452457
535977538,195443086
375710890,423025
622606468,302890394
622606468,423013
622606468,422811
622606468,236970356
622606468,426615
622606468,423025
622606468,426613
622606468,423087
622606468,697163696
622606468,422932
622606468,175815320
622606468,438803
622606468,422833
622606468,426614
622606468,423093
622606468,422936
119040454,462227
119040454,462492
480057748,856514595
104728999,82519025
703547396,91357
989985175,79420
362185575,383698
362185575,157878
305199887,373732
321867660,373732
154462177,796289136
566364108,433032
566364108,538911200
945930913,796289136
945930914,796289136
945930915,433032
945930915,188321148
945930915,538911200
945930916,681842440
945930916,360499819
945930916,156485252
945930916,960751425
945930916,882947620
945930916,639153005
945930916,719936357
945930916,879396033
945930916,886029329
945930916,960751427
945930916,719936356
945930916,90291125
945930916,90291126
945930916,130506467
945930916,960751426
945930916,960751428
945930916,130506468
945930916,967348568
945930916,156485251
945930916,897975988
945930916,605179374
945930916,719936358
945930916,767860328
945930916,179295730
945930916,897975989
945930916,874621
287060405,331679526
287060405,588149003
287060405,179295730
287060405,516671863
287060405,301732141
287060405,874621
287060405,767860328
287060405,828352080
287060405,310869662
287060405,185814199
287060405,763257295
879396033,874621
879396033,882947620
879396033,945930916
879396033,605179374
639153005,874621
639153005,882947620
639153005,945930916
605179374,874621
605179374,882947620
605179374,945930916
828352080,588149003
828352080,301732141
828352080,331679526
828352080,516671863
828352080,287060405
828352080,763257295
828352080,179295730
828352080,185814199
828352080,310869662
828352080,874621
828352080,767860328
375818871,403280
375818871,544641873
375818871,786052704
375818871,831144251
375818871,413107
375818871,413192
375818871,403248
375818871,413316
375818871,413044
375818871,416769
577784362,255950
423813718,383745
596384814,409214
596384814,403212
596384814,403206
596384814,502042016
586635000,894019
586635001,874772
721831063,530871
407809787,407809788
142050652,167698
830662330,413298
870993210,383781
505226457,423025
427880377,203193875
837078212,502866838
837078212,423025
359131497,472014
80227978,550406
80227978,550506
738844089,187290
196789404,501555
196789404,481742
196789404,481782
196789404,481818
196789404,520998
196789404,501357
196789404,481900
196789404,481935
196789404,481982
196789404,491585
196789404,501482
196789404,501380
196789404,491687
196789404,511201
196789404,491703
196789404,491741
196789404,501347
196789404,491615
196789404,511357
196789404,501489
196789404,501337
327730568,863815
170572802,462213
170572802,462462
170572803,491678
157793747,344376
509519514,462492
509519514,462492
509519515,452416
758001563,678179
524305133,678179
21234998,836839127
9429980,942998
463803480,727070
463803480,766
463803480,981503
537585744,423025
402082165,423025
402082165,679976755
402082165,789002571
810796635,236400
537979353,383706
122702818,393480
943743265,413012
943743265,413178
943743265,423025
943743265,432900
943743265,485712934
943743265,422914
894852237,433032
894852237,984330150
89429547,687968
595928541,413266
595928541,413258
442642787,195443086
918126100,786050
576206943,599587
942647940,540905
408217405,579920
408217405,579910
55405152,599987
83424586,845
977603752,660988416
310115518,579885
170529772,589748
444064177,472014
557240924,472014
835775076,472014
835775077,472014
581862460,90720956
