source,target
570348,570033
570348,570763
570348,570315
570348,395751423
570348,570333
570348,570670
570348,570370
570348,560353
570354,104777482
570370,570348
570371,570577
570373,570475
570379,570407
570390,570577
570391,573169
570391,570262
570400,570186
570402,570403
887556001,214160492
587811162,413032
587811162,413124
587811162,393421
387686949,103018178
810734825,668335
4517388,918508894
4517388,918508893
4517388,175106248
4517388,874458
375821777,874458
375821777,4517388
375821777,175106248
375821777,918508895
344172035,874458
344172036,874458
344172036,4517388
344172036,175106248
344172036,918508895
291557331,874458
291557331,175106248
291557331,4517388
291557331,918508893
21271257,874458
21271257,4517388
21271257,175106248
21271257,460169767
21271258,874458
21271258,175106248
21271258,4517388
21271258,375821777
723746844,1356
723746844,1356
836083242,874458
836083242,460169770
836083242,237150019
836083242,508774533
836083242,4517388
836083242,175106248
643754200,704546158
643754200,736377180
643754200,305127728
643754200,874458
643754200,237150019
643754200,4517388
643754200,175106248
502042016,383609
502042016,403208
502042016,383741
502042016,383633
502042016,383758
502042016,413107
502042016,383664
502042016,403279
502042016,383670
502042016,596384814
502042016,403253
502042016,423025
832240145,89311
555723846,136661131
506158212,89261
40617124,356966898
618833479,167636
307220778,520998
619266303,255975
619266305,265966
719744901,314921
214908564,432873
704548439,362248862
704548440,362248862
288204133,157878
962538927,472014
432336962,423025
432336962,430827518
165409128,599612
873985034,599612
612452942,423025
612452943,845040004
370240026,502866838
30509704,283602441
62651370,639087
160453231,639087
185859210,481861
783906720,79733
393453384,177496
159663457,177657
930330531,246345
318023996,138650
592223249,246343
320965806,246344
298577312,599905
162936020,138575
101778129,462237
837713186,197448
660988416,687843
660988416,498102722
660988416,977603752
660988416,687931
660988416,329386245
660988416,678437
660988416,678060
660988416,678177
660988416,687852
660988416,687902
660988416,687838
660988416,687839
660988416,889522884
660988416,687888
412852518,737063
412852520,737063
207801353,433099
303999556,838349787
303999556,425068
303999556,423012
303999556,423025
607225751,666067875
607225751,423025
10280471,248782116
283133307,462489
727239,727172
727239,1043
736884,727172
736893,741531
736893,741441
736893,170198552
736952,389338583
736963,195443086
736963,442962448
736963,796289136
736967,170198552
737063,853958465
737063,412852518
737063,412852520
737063,374122553
737063,727172
737637,727172
737637,737093
741441,736893
741531,736893
746700,39290
746700,746701
746701,594456491
746701,290587550
746701,746700
746701,39290
746744,39290
746745,746815
746751,29677
746785,29677
746813,1043
746813,39290
750429666,776172
755568222,707498
756300531,776172
756512,819299274
756512,602634774
756512,184145664
756512,367582654
756512,609762511
756518,632192759
756566,727172
756574,736922
756574,736922
756593,727172
756613,727172
756635,727172
838349787,423025
838349787,303999556
579500116,508356079
54771560,759079303
399911221,462311
399911221,462310
656280677,79425
656280677,79651
656280677,79549
656280677,79531
656280677,79565
656280677,79737
656280677,79299
656280677,79395
656280677,79407
656280677,79370
656280677,79385
656280677,79595
585931,580010
585935,579853
585954,579920
585963,579907
585971,579844
589657,589748
589672,589748
589675,589676
589675,589748
589676,589748
589676,589748
589677,589748
589679,589748
589686,589748
589687,589748
589688,589748
589690,589748
589692,589693
589693,590097
589693,589692
589693,560353
589693,560221
589693,177302800
589700,590031
589703,589748
589704,589748
589709,589748
589710,589748
589711,589841
589716,589748
589717,590031
589717,590031
589721,589748
589729,589748
589730,589748
589733,589748
589736,589748
589741,560221
589742,560221
589748,589760
589748,589766
589748,589767
589748,589769
589748,589772
589748,589774
589748,589796
589748,589802
589748,589803
589748,589807
589748,589808
589748,589809
589748,589816
589748,589819
589748,589824
589748,589826
589748,589832
589748,589842
589748,589850
589748,589860
589748,589870
589748,589871
589748,589872
589748,589878
589748,589884
589748,589886
589748,589897
589748,589899
589748,589900
589748,589901
589748,589907
589748,589914
589748,589917
589748,712477008
589748,589922
589748,589934
589748,589935
589748,594963
589748,589959
589748,589987
589748,589992
589748,589993
589748,589994
589748,589999
589748,590001
589748,559217802
589748,590003
589748,590011
589748,590028
589748,590037
589748,595006
589748,9547769
589748,590059
589748,590063
589748,590086
589748,712477009
589748,590089
589748,590092
589748,590098
589748,590100
589748,590101
589748,591168
589748,594998
589748,595002
589748,590065
589748,589962
589748,589988
589748,598926917
589748,9547770
589748,55660936
589748,595005
589748,589894
589748,586984740
589748,27461581
589748,589880
589748,589709
589748,594995
589748,589918
589748,589981
589748,589852
589748,650881089
589748,594955
589748,995604668
589748,220781958
589748,524143100
589748,589904
589748,590095
589748,213924739
589748,594968
589748,589817
589748,953163789
589748,589989
589748,156165259
589748,180252821
589748,484566763
589748,771100776
589748,170529772
589748,701844210
589748,589690
589748,589937
589748,589976
589748,589657
589748,589672
589748,589675
589748,589676
589748,589677
589748,589679
589748,589686
589748,589687
589748,589688
589748,589703
589748,589704
589748,589710
589748,589716
589748,589721
589748,589729
589748,589730
589748,589733
589748,589736
589748,144291814
589748,1043
589748,589749
589760,589748
589761,560221
589764,590074
589766,589748
589767,589748
589769,589748
589772,589748
589774,589748
589784,590074
589796,981517
589796,589748
589797,560221
589797,560353
589798,590074
589800,560221
589802,559217802
589802,589748
589803,589748
589806,560221
589807,589748
589808,589748
589809,589748
589815,590031
589816,589817
589816,589748
589817,589748
589817,589816
589819,589748
589824,589748
589826,589748
589832,589748
589836,590031
589836,590031
589841,590010
589841,589711
589841,560221
589842,589748
589845,589846
589846,589845
589846,590075
589846,560221
589850,589748
589852,589748
589858,589859
589858,590087
589859,589858
589860,589748
589868,560221
589868,560353
589870,589748
589871,589748
589872,524143100
589872,559217802
589872,590414
589872,589748
589877,590074
589878,589748
589880,589748
589884,589748
589886,589748
589892,560353
589892,560221
589894,589748
589897,589748
589899,589748
589900,589748
589901,589748
589901,589748
589904,589748
589907,589748
589909,589910
589909,589910
589913,590031
589914,589748
589917,589748
589918,589748
589918,589748
589922,589748
589922,589748
589927,589879
589934,589748
589935,589748
589937,589748
589944,1043
589952,560221
589958,560353
589958,560221
589959,589748
589961,560221
589962,589748
589976,589748
589978,590049
589981,589748
589987,589748
589987,589748
589988,589748
589989,589748
589992,589748
589993,589748
589994,589748
589995,589996
589999,589748
590001,589748
590002,560221
590002,560353
590003,589748
590006,590074
590010,589841
590011,589748
590012,560221
590012,560353
590028,589748
590030,631385926
590030,630398334
590030,103328498
590030,590031
590031,591923
590031,589913
590031,590030
590031,589700
590031,589815
590031,590038
590031,590054
590031,589717
590031,590099
590031,589836
590031,560221
590037,589748
590038,590031
590044,560353
590047,560353
590049,594947
590049,589978
590053,590074
590054,590031
590059,589748
590063,589748
590065,589748
590066,590067
590067,30347987
590067,590066
590067,30347988
590067,560221
590067,560353
590073,590074
590074,853662205
590074,589877
590074,594961
590074,590053
590074,594964
590074,590006
590074,589764
590074,589784
590074,589798
590074,590073
590074,594967
590074,560221
590074,560353
590075,589846
590078,589841
590079,590031
590082,589879
590086,589748
590086,589748
590087,589858
590089,589748
590092,589748
590095,589748
590097,589693
590098,589748
590099,589717
590099,590031
590100,589748
590100,213924739
590100,258569489
590101,589748
590414,589872
590415,589918
591168,589748
591923,589836
591923,590031
593433,590049
594947,590049
594955,589748
594961,590074
594963,589748
594964,590074
594967,590074
594968,589748
594995,589748
594998,589748
595002,589748
595005,589748
595006,589748
59664,59851
59664,59851
59718,39352
59732,59733
59733,39352
59733,39352
59759,59760
59766,84624811
59773,59851
59773,59851
59826,60058
59838,59664
59838,59664
59844,442241741
59844,442241741
59851,59773
59851,59886
59851,59898
59851,59664
59851,59898
59851,59776
59851,39352
59851,60022
59851,60052
59873,59852
59885,59886
59886,59885
59886,60488
59886,59851
59898,59851
59898,59851
59915,60058
59927,59983
599474,599830
599475,599926
599476,599484
599477,560221
599477,560221
599478,599973
599479,837
599479,837
599482,599872
599484,560353
599495,599581
599498,560353
599502,599822
599504,599492
599505,599761
599506,599588
599507,599684
599508,599822
599512,599868
599513,599667
599523,599764
599524,599667
599525,599919
599528,599581
599529,599868
599533,599581
599540,599822
599553,599684
599560,599764
599564,550597
599564,599636
599575,312238265
599575,599241518
599575,837
599575,599691
599575,599706
599575,599576
599577,735295266
599577,177302800
599581,599634
599581,599728
599581,599748
599581,599528
599581,599939
599581,599533
599581,599495
599581,599600
599581,599944
599585,599684
599586,599868
599587,394168051
599587,576206943
599587,818633083
599587,599588
599587,286572421
599588,599587
599588,599740
599588,599506
599588,560353
599588,560221
599598,599667
599599,599667
599600,599581
599601,599822
599607,599973
599608,599868
599609,599684
599611,599973
599612,165409128
599612,818256726
599612,600227
599612,873985034
599612,550597
599612,177302800
599630,599822
599631,599822
599634,599581
599636,116852156
599636,102024695
599636,461581651
599636,599564
599636,991381
599640,599752
599641,599926
599642,560353
599645,560353
599648,599667
599654,599868
599655,599926
599656,560221
599661,599822
599664,991381
599667,599908
599667,599648
599667,599917
599667,599513
599667,599524
599667,599699
599667,599976
599667,599598
599667,599599
599667,599836
599667,560221
599668,599706
599668,599799
599668,599872
599668,599926
599668,599808
599668,560221
599669,599926
599671,599905
599671,599813
599671,599799
599671,599640
599672,599673
599673,599899
599673,599672
599673,599909
599673,560221
599673,560353
599680,599926
599686,599872
599688,599926
59969,971693
59969,971886
59969,971882
59969,442241741
599699,599667
599701,599926
599706,599668
599706,599668
599708,560353
599710,599926
599711,599822
599713,599726
599715,560353
599719,550597
599726,599727
599726,599713
599726,560221
599727,599726
599728,599581
599729,599868
599740,599588
599742,599973
599748,599581
599754,735295266
599755,560221
599755,599944
599756,599484
599760,599761
599761,599760
599761,599505
599761,560221
599763,599764
599764,599996
599764,599560
599764,599523
599764,599763
599764,560221
599764,599944
599777,638967
599777,96282639
599777,599799
599777,599987
599777,638748
599777,550701
599778,540923
599791,599822
599792,560221
599799,265498964
599799,599671
599799,851937516
599799,735295266
599799,599777
599799,599668
599800,599484
599807,599808
599808,599886
599808,603248
599808,606287
599808,599807
599808,599848
599808,560353
599808,599668
599813,735295266
599813,735295266
599814,599868
599821,599822
599821,599822
599822,599993
599822,599630
599822,599631
599822,599913
599822,599540
599822,599508
599822,599661
599822,600002
599822,593460163
599822,599821
599822,599791
599822,599711
599822,599601
599822,560221
599822,560353
599824,599926
599825,599926
599829,599830
599830,560221
599830,560221
599836,599667
599844,599796
599848,599808
599855,735295266
599867,599868
599868,599608
599868,599867
599868,599729
599868,599512
599868,599901
599868,599529
599868,599814
599868,599654
599868,599586
599868,606274
599868,560353
599868,560221
599871,599872
599872,599885
599872,599482
599872,599871
599872,599686
599872,599944
599872,599668
599880,560221
599885,599872
599886,599808
599887,560221
599896,560221
599897,599952
599899,599673
599901,599868
839719167,423025
839719167,578501279
839719167,737328394
1410177,856514595
437050931,79664
334776903,423025
334776903,423080
334776904,423025
846285407,472014
608476833,442733
395910246,432873
455441008,413132
832363479,491572
50332479,433073
347812262,511268
127640903,167717
443253553,422995
443253553,422995
418202453,413174
418202453,881000319
720902384,422837
787581330,413333
288984567,315223
941771942,727070
941771944,727070
941771944,182618516
115691576,727070
82696741,177661
705896050,432830
931407499,167717
101249988,422995
262385623,109279
262385625,413127
672180338,413127
865509854,413333
182618516,727070
231467659,981502
231467659,530798
231467659,531104
231467659,530767
309437155,303354808
309437155,480919151
309437155,894019
309437155,439136375
897364594,894019
897364594,62810658
897364594,439136375
897364594,344586145
897364594,846526213
344586145,894019
344586145,62810658
344586145,439136375
188894567,836839127
188894567,836839127
268637493,103808101
268637493,423025
277030428,423025
277030428,865014139
560899635,433032
560899635,222138654
560899635,264408878
644629084,433032
644629084,222138654
47231724,795846
462015872,609998416
731287504,609998416
242742173,609998416
242742175,609998416
735757405,462412
290080326,550763
290080326,551156
934642205,462412
825080162,857018
772835485,580119
383969893,138520
811208521,246163
30893806,550812
866917580,383580
645281269,472014
479893606,98967
479893606,98967
206736898,570316
995604668,589748
201409250,988280578
181763748,356665990
181763748,801400483
181763748,893990
25078867,319432673
811589743,687928
144604065,472014
783133250,472014
876619726,373732
876619727,373732
640889631,599926
423679103,570480
423679103,570480
565559821,472014
190863456,570491
533786623,413320
900336440,413320
520388219,471899
683009535,187578
428016814,266038
182370603,266038
83724488,295363
692947274,422909
786014015,466778575
580975875,413356
580975875,413062
580975875,413366
580975875,413224
580975875,413157
580975875,413201
580975875,413172
580975875,413132
580975875,423025
580975875,432900
239510733,423025
700767827,423025
924430433,432721
284782743,432721
303708957,20487
484509128,484566763
26245224,538911200
26245224,433032
918508893,874458
918508893,4517388
918508893,175106248
918508894,874458
918508894,4517388
918508894,175106248
918508895,874458
918508895,4517388
918508895,175106248
237150019,874458
237150019,29492
237150019,4517388
237150019,175106248
237150019,460169770
237150019,344172035
237150019,73368155
282907842,874458
282907842,508774533
305127727,874458
305127727,237150019
305127727,305127729
305127727,72111815
305127727,836083242
305127727,508774533
305127728,874458
305127728,237150019
305127728,704546158
305127728,736377180
305127728,643754200
305127729,305127727
305127729,72111815
305127729,874458
305127729,237150019
305127729,836083242
305127729,305127728
305127729,704546158
305127729,736377180
297166731,540987
487072545,580062
487072545,582868
158906364,432830
158906364,93042695
384940621,229267414
384940621,229267414
419672522,433032
419672523,433032
419672523,984330151
335494560,433032
335494560,680072866
956605009,423025
540663113,433032
540663113,538911200
835093310,126644698
395487201,423025
550565,550944
550565,550944
550567,550402
550567,550402
550569,550693
550572,550693
550575,551910
550575,560221
550575,550597
550575,550701
550576,550696
550585,552678
550585,552678
550592,554310
550592,550818
550594,550944
550594,550609
550595,550944
550595,550944
550597,599719
550597,599612
550597,550913
550597,550575
550597,550406
550597,599564
550599,550696
550603,550696
550604,550693
550609,550944
550609,550944
550610,550696
550611,560221
550613,550693
550614,550696
550619,550497
550622,550696
550626,550696
550627,550696
550630,550696
550633,550944
550638,550696
550640,380702854
550641,380702854
550644,550696
550650,550651
550650,550651
550651,867631586
550651,550650
550651,735295266
550653,550736
550655,550497
550656,550696
550657,550693
550658,550944
550661,550944
550669,550696
550671,550696
550678,550944
550682,550696
550683,550826
550685,550944
550686,550696
550689,550696
550691,560221
550693,550798
550693,550604
550693,550753
550693,550755
550693,645204823
550693,550569
550693,550572
550693,422676686
550693,550613
550693,550657
550693,599944
550695,550696
550696,550689
550696,550435
550696,550837
550696,550430
550696,550885
550696,550719
550696,550603
550696,550644
550696,550902
550696,550943
550696,550905
550696,550875
550696,550686
550696,550715
550696,550725
550696,550671
550696,550816
550696,550835
550696,550763
550696,550520
550696,550749
550696,550825
550696,550622
550696,550408
550696,554343
550696,550669
550696,550803
550696,550576
550696,550436
550696,550410
550696,550514
550696,550484
550696,550457
550696,550851
550696,550711
550696,550638
550696,550627
550696,550891
550696,550799
550696,550599
550696,550509
550696,550734
550696,550656
550696,550446
550696,550886
550696,550682
550696,560221
550697,550573
550699,550497
550701,638967
550701,609361
550701,550491
550701,550575
550701,609550
550701,599777
550701,837
550702,550827
550711,550696
550715,550696
550718,550497
550719,550696
550725,550696
550727,550497
550730,560221
550734,550696
550738,550696
550739,550497
550743,550497
550748,550696
550749,550696
550753,550693
550755,550693
550756,550406
550756,550406
550759,550459
550759,550812
550759,23296898
550759,177302800
550763,550696
550763,550696
550765,550497
550772,550944
550773,550406
453674631,410216617
423346007,109007
976360689,863795
539358755,736953
502142298,857018
230617790,540628
377820068,422932
423120,390205932
423127,899795549
423127,426606
423127,369692199
423127,856037447
423127,190433997
423127,781209675
423127,423081
423129,916973546
423129,461581649
423129,607306666
423129,356966898
423131,535279841
423131,183817908
423131,188535571
423132,423025
423133,423025
423557,423025
423558,423025
423559,535279840
423559,697163696
423559,183817915
423559,535279839
423559,294009591
423559,423025
423560,423025
423560,423025
423561,423025
423562,423025
423562,423025
423563,423025
423563,423025
423565,423025
423566,423025
423567,236701133
423567,423025
423568,423025
424312,423121
424313,422960
424315,422837
425067,422818
425068,423025
425068,303999556
425068,423080
425070,422892
425072,422816
425822,423012
425823,422995
425824,422825
425826,422927
425827,433033
426577,422859
426578,540718544
426579,174900201
426580,509264180
426582,422912
426584,422941
426585,423008
426586,370793043
426586,423025
426587,423065
426588,423025
426589,390205932
426591,390205932
426592,390205932
426593,422883
426594,422986
426595,423057
426596,93042695
426597,93042695
426597,423025
426603,74935822
426605,422840
426606,423081
426606,423127
426608,423081
426609,422821
426613,622606468
426614,622606468
426615,622606468
426617,423013
426621,422825
426622,422984
426623,356966898
426624,423075
426630,356966898
426632,422830
426633,422987
426634,690508612
426636,423068
432618,436418
432618,662332233
432618,442614
432621,433117
432621,432786
432623,413015
432623,509264180
432626,93042695
432629,356966898
432629,356966898
432644,835948519
432648,432820
432648,432682
432648,433026
432648,433055
432648,433059
432664,432901
432664,422944
432666,432756
432679,413191
432679,300044063
432682,432648
432682,432648
432688,422859
432695,724216015
432695,416192210
432695,806520372
432695,436401
432695,432901
432695,93042695
432700,438880
432700,609478608
432700,245569735
432700,433208
432700,182931391
432702,432901
432702,432901
432708,433208
432708,239510733
432712,432808
432712,94135344
432712,432744
432720,432744
432721,603993784
432721,12766857
432721,924430433
432721,284782743
432721,59677979
432721,568637774
432721,585690563
432721,585690564
432721,356966898
432723,523755191
432723,523755192
432723,904891411
432723,573541355
432723,523755190
432723,831208135
432723,523755189
432723,635629587
432723,490597949
432725,433017
432727,432849
432734,142574161
432734,243168300
432737,433078
432738,356966898
432739,438777
432739,436407
432739,926867727
432739,438882
432739,438881
432739,93042695
432741,442439
432741,442808
432741,443943
432741,433211
432742,441075550
432742,432828
432744,432720
432744,94135344
432744,432859
432744,432861
432744,432808
432744,432915
432744,432712
432746,433017
432751,432752
432751,432752
432752,432751
432752,433006
432752,432811
432752,433202
432752,207490748
432752,433059
432754,93820013
432754,457780134
432754,715839055
432754,356966898
432754,432743
432760,770901484
432763,93042695
432763,356966898
432764,433082
432764,433380
432764,821182910
432764,93042695
432773,356966898
432777,770901484
432782,432783
432782,328868135
432783,432782
432786,1356
432786,1356
432808,471357300
432808,94135344
432808,832104041
432808,466414611
432808,432744
432808,432815
432808,432712
432811,432752
432812,356966898
432813,433153
432813,433153
432815,432885
432815,662332233
432815,333190326
432815,390040629
432815,468479783
432815,149888636
432815,127450726
432815,432808
432815,335577249
432815,466414611
432815,282928579
432815,236890543
432820,432648
432823,433042
432826,432901
432826,557821256
432827,433017
432828,534380454
432828,433094
432828,432843
432828,432742
432828,432931
432830,433208
432830,422944
432830,93042695
432830,432901
432839,436402
432839,98979035
432839,356966898
432843,432828
432845,789856352
432846,432901
432846,93042695
432849,432727
432849,442629
432849,433007
432849,413234
432849,413171
432849,438765
432849,413017
432849,433154
432849,413294
432852,411612163
432852,436395
432852,423105
432852,432901
432852,93042695
432852,422944
432853,432927
432853,433138
432853,422944
432855,432901
432855,814891878
432855,356966898
432859,432744
432861,432744
432867,174900201
432873,662332233
432873,395910246
432873,442522220
432873,835972236
432873,214908564
432876,433059
432882,770901484
432884,93042695
432884,93042695
432885,432815
432886,926033983
432887,151530992
432900,580975875
432900,752122699
432900,966985945
432900,310265136
432900,441075550
432900,557821256
432900,954023893
432900,873367356
432900,484501230
432900,177271381
432900,422822
432900,300044063
432900,702604147
432900,670733375
432900,814891878
432900,777690772
432900,558953506
432900,964333742
432900,571649387
432900,67911853
432900,910605204
432900,114815757
432900,986788581
432900,260329424
432900,458593872
432900,943743265
432900,438722
432900,66019947
432900,534380454
432900,177623366
432900,11924822
432900,432901
432900,422958
432901,432830
432901,432846
432901,422987
432901,432852
432901,432855
432901,433162
432901,433187
432901,432664
432901,432900
432901,422833
432901,432826
432901,342847225
432901,432695
432901,432702
432901,422958
432903,356966898
432910,432935
432910,432940
432910,433126
432910,433009
432910,423105
432910,1356
432915,432744
432918,356966898
432921,856514595
432921,759079303
432927,413191
432927,432853
432931,438874
432931,432828
432935,432910
432940,432910
432940,432711
432940,356966898
432941,32694358
432941,870212544
432959,433077
432965,433017
432975,737328394
432985,293261278
432985,776750186
433006,432752
433007,432849
433008,433042
433009,432910
433010,174900201
433010,174900201
433011,1356
433011,433042
433014,235661777
433014,72612822
433017,432965
433017,438720
433017,433149
433017,433025
433017,433182
433017,432827
433017,433073
433017,433078
433024,544710173
433024,544710173
433025,433017
433026,432648
433032,11924823
433032,379375824
433032,364001862
433032,971497934
433032,566364108
433032,419907821
433032,945930915
433032,396427768
433032,723728396
433032,973204924
433032,502004233
433032,260329425
433032,489062160
433032,458593871
433032,809159706
433032,826462996
433032,973204925
433032,456321707
433032,222138654
433032,753612858
433032,264408879
433032,142165735
433032,119022475
433032,557684935
433032,452502505
433032,260329423
433032,367026512
433032,338820566
433032,615138225
433032,663121962
433032,829196251
433032,939537684
433032,999909607
433032,999909608
433032,629116433
433032,600118250
433032,531536068
433032,560899635
433032,132276185
433032,38626420
433032,81187433
433032,769901808
433032,264408878
433032,869803559
433032,416199695
433032,644629084
433032,419672522
433032,419672523
433032,335494560
433032,540663113
433032,205387552
433032,797109353
433032,23240266
433032,410517750
433032,981889086
433032,393691694
433032,117737330
433032,104925762
433032,615457796
433032,979775194
433032,717810706
433032,182931393
433032,305567842
433032,352725406
433032,780913480
433032,690549463
433032,449007780
433032,220742115
433032,524253439
433032,792436981
433032,531869654
433032,340380318
433032,387880487
433032,19985870
433032,630423237
433032,321173926
433032,793723815
433032,300044064
433032,978027002
433032,83544252
433032,568496340
433032,670733374
433032,912505596
433032,975975197
433032,188321148
433032,795615129
433032,264634401
433032,182931390
433032,436413
433032,836029916
433032,836029917
433032,894852237
433032,658295679
433032,419907822
433032,897019599
433032,95873554
433032,100249112
433032,43612993
433032,824486497
433032,11924821
433034,436397
433034,423005
433034,114815757
433036,356966898
433041,433042
433042,432823
433042,433008
433042,433121
433042,433011
433042,433041
433042,1356
433052,433208
433052,433208
433053,433059
433055,432648
433057,433011
433059,432752
433059,432876
433059,432648
433059,433053
433059,433102
433059,433139
433059,1043
433059,433189
433061,936919090
433061,389050484
433061,174900201
433061,1356
433061,413122
433073,905663353
433073,436416
433073,858194460
433073,949315840
433073,261350657
433073,429758769
433073,50332479
433073,132381077
433073,100775437
433073,395241613
433073,319990513
433073,433017
433075,438878
433075,789856352
433078,433017
433078,413097
433078,432737
433082,432764
433082,432764
433094,432828
433096,432664
433101,662332233
433101,662332234
433102,433059
433113,1356
433117,433146
433117,432621
433121,433042
433122,356966898
433126,432910
433127,433204
433128,688325943
433128,772313148
433128,688325945
433132,814891878
433132,814891878
433134,413240
433134,413240
433138,432853
433141,815
433143,436399
433143,433379
433143,867719962
433143,702604147
433143,356966898
433143,835948519
433146,436408
433146,434135
433146,93042695
433146,433117
433149,433017
433154,1004
433154,1004
433155,815
433162,432901
433182,433017
433185,93042695
433187,432901
433187,422944
433199,433024
433202,432751
433202,432752
433208,423068
433208,423117
433208,438872
433208,433052
433208,432708
433208,432700
433208,432830
433210,433211
433211,433210
433211,434133
433211,434134
433211,432741
433211,1356
433379,433143
433380,432764
433383,433185
434133,433211
434133,236890543
434134,433211
434135,433146
434137,356966898
435637,432853
435639,433033
436395,432852
436396,432855
436397,433034
436399,433143
436401,432695
436402,432839
436403,393427
436407,432739
436408,433146
436409,433164
436410,433185
436412,432743
436413,433032
436415,432773
436416,433073
436418,432618
438657,422958
438658,422958
438670,423080
438671,422958
438673,422958
438677,422958
438683,432702
438696,422958
438698,422958
438703,422958
438704,422958
438705,422944
438707,422830
438710,422843
438720,433017
438720,433017
438721,423081
438722,432900
438723,422958
438729,433185
438750,422958
438765,432849
438768,432700
438770,422958
438775,422843
438775,422837
438777,432739
438779,422958
438781,422958
438789,422958
438795,422958
438796,422958
438803,622606468
438803,422958
438804,422972
438813,422958
438815,422958
438820,442614
438825,432721
438826,422958
438829,873367356
438829,422958
438831,413122
438836,422958
438850,422958
438851,422958
438853,422958
438858,432721
438862,422922
438867,422958
438869,422958
438872,433208
438874,432931
438880,432700
438881,432739
438882,432739
438885,422958
442439,432741
442442,442508
442450,356966898
442450,442564
442451,570444075
442451,442614
442451,270868200
442451,182931391
442451,356966898
442452,469059303
442452,442614
442457,442795
442471,469059303
442471,442614
442471,356966898
442485,442523
442485,442525
442485,1004
442487,270868199
442487,442564
442495,442657
442500,442714
442500,442714
442508,442442
442508,442658
442508,442621
442509,1004
442509,356966898
442511,356966898
442511,442714
442515,442714
442516,442657
442518,452395
442523,442485
442525,442568
442525,442564
442525,442485
442525,356966898
442536,442762
442537,442621
442537,442621
442538,442657
442539,1004
442543,442621
442544,442639
442550,442614
442564,442640
442564,442525
442564,442450
442564,442629
442564,442487
442566,991359
442567,1004
442567,1004
442568,442525
442573,446241
442573,95066748
442573,442657
442573,356966898
442582,1004
442583,270868200
442590,356966898
442593,442596
442593,1004
442595,442596
442595,1004
442596,442593
442596,442595
442596,446282
442596,715252914
442598,442714
442603,571917892
442603,456121
442604,991359
442610,442733
442610,442795
442611,442658
442613,356966898
442613,270868199
442614,442849
442614,438820
442614,432618
442614,442550
442614,442451
442614,442452
442614,442832
442614,442471
442621,442543
442621,442508
442621,452481
442621,442537
442621,442639
442621,1046
442626,442657
442629,432849
442629,442564
442639,446256
442639,442544
442639,991362
442639,446277
442639,446303
442639,446292
442639,446233
442639,446264
442639,446293
442639,1356
442639,442621
442640,817071134
442640,373085765
442640,444701
442640,442564
442642,694724623
442642,826967496
442642,442657
442644,442657
442644,442657
442654,991359
442655,442657
442655,356966898
442657,442495
442657,442626
442657,442516
442657,442642
442657,442644
442657,442655
442657,442688
442657,442538
442657,442753
442657,442573
442657,442839
442657,442841
442657,442845
442658,295344387
442658,442611
442658,442508
442661,452488
442688,442657
442688,356966898
442704,1356
442714,442500
442714,442598
442714,442511
442714,442515
442733,42219804
442733,375591100
442733,865200669
442733,73180224
442733,103018179
442733,608476833
442733,569006287
442733,307187361
442733,828808246
442733,442610
442733,452395
442752,356966898
442753,442657
442753,991359
442762,442848
442762,442536
442762,442841
442762,442763
723394918,472014
422755499,472014
184145664,756512
184145664,756512
270868199,442613
270868199,442487
270868200,442851
270868200,442451
270868200,442583
759079303,413184
759079303,480714925
759079303,432921
759079303,422942
50864839,356966898
442522220,432873
396427768,433032
52087519,246510
52087519,246510
765102512,91358
765102512,967060297
765102512,89144
7963799,423013
973646718,687928
833129569,678106
28521919,148054
610184251,639166
610184253,678437
103328498,590030
630398334,590030
316294900,570531
862813573,256151
417977726,383603
740044370,383603
547628631,922693
418289391,187386
317153357,462086
499750546,462086
499750546,462086
717263631,423025
717263631,231839930
266116488,472014
191267779,467476385
674507252,502866838
674507252,423025
777690772,423025
777690772,432900
504812865,579047271
975410331,668335
697163696,423559
697163696,423562
697163696,423563
697163696,74935822
697163696,622606468
697163696,423025
697163696,529700371
704360201,442962448
778690133,638753
46120818,638753
120399833,638753
120399833,638753
56567730,360094475
781991437,222103
676924053,236475
708974068,472014
99738107,206957389
99738107,633220627
99738107,91127594
451571127,472014
625199888,423025
251337021,142907963
251337021,33309869
251337021,923543650
251337021,893951
251337021,54136919
362094923,60058
692712720,241187292
117143016,837
708211558,472014
540585,540904
540585,541174
540591,540849
540591,267084998
540591,540891
540591,531028
540591,540914
540591,540802
540591,540945
540591,143620624
540591,540970
540591,541069
540591,541127
540591,104777481
540591,540599
540591,540608
540591,540699
540591,541139
540591,543815
540591,530907
540591,540829
540592,541092
540599,540591
540603,540775
540604,540775
540608,540591
540628,71107898
540649,540881
540682,541018
540687,491689
540689,543884
540689,540913
540689,580114
540689,540987
540689,541179
540689,809327743
540689,541138
540689,541146
540689,540787
540689,540791
540689,540801
540699,540591
540713,540997
540726,333036424
540726,333036425
540726,333036426
540726,513711610
540726,464482219
540726,707804475
540726,203037083
540728,540915
540730,540923
540736,540775
540756,579888
540775,570336
540775,540604
540775,540909
540775,540911
540775,543870
540775,543790
540775,543705
540775,543856
540775,579925
540775,540603
540775,543619
540775,541117
540775,570462
540775,540736
540775,543636
540775,543732
540775,543620
540775,448145857
540775,638269272
540780,1046
540780,1046
540784,540923
540787,540689
540791,540689
540792,540815
540801,540689
540802,540591
540810,541024
540815,530787
540815,541163
540815,541041
540815,540792
